ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,ema_fast,ema_slow,ema_htf,vwap_5d,vwap_20d,close,high_52w,volar,mvo_weight,alloc_inr
GODREJPROP.NS,BUY,2015-10-27,360.1000061035156,17,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=99.3% (>= 80%); VOLAR rank 2/3 (VOLAR=1.29); MVO weight=22.4% of capped cash (15% of available),6121.700103759766,14.492549555841492,0.0,350.942512330568,318.8162845678555,282.64657295822224,360.3600676000292,354.0513450804951,361.3999938964844,363.79998779296875,1.2888188094903112,0.22402172923555888,6205.515240692112
SAMMAANCAP.NS,BUY,2015-10-27,498.0019836425781,31,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.9% (>= 80%); VOLAR rank 1/3 (VOLAR=1.99); MVO weight=56.5% of capped cash (15% of available),15438.061492919922,36.54815940670759,0.0,495.2757927696334,490.8978601501151,427.7701677577446,494.0531802925033,492.7447843963033,496.23638916015625,534.4110107421875,1.9877511328133657,0.5651527150082238,15655.01613736041
TORNTPHARM.NS,SELL,2015-10-27,682.0607816245194,13,vwap_or_trend_exit,8866.790161118754,43.26127370400569,-99.15439456823782,674.1208834209931,652.8864022309717,587.1766737911845,685.3883901892078,678.8508624547198,684.7391967773438,718.6004638671875,,,
ZYDUSLIFE.NS,SELL,2015-10-27,393.3825539893935,15,stop,5900.738309840903,36.68433253267108,-7.470029142212299,389.985385494272,366.3282804760559,334.44886176987063,399.8705696900182,395.3593507431091,390.51043701171875,405.09234619140625,,,
COFORGE.NS,BUY,2015-10-28,99.29850769042969,136,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/3 (VOLAR=1.44); MVO weight=46.8% of capped cash (15% of available),13504.597045898438,31.970864074042233,0.0,91.46081045329245,83.02506808765203,74.03678061134346,97.01608471591042,92.2049584427561,101.06954193115234,101.06954193115234,1.4377960486383345,0.46763278342801673,13525.192608755691
DIVISLAB.NS,BUY,2015-10-28,1026.496337890625,7,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=90.0% (>= 80%); VOLAR rank 3/3 (VOLAR=1.17); MVO weight=25.7% of capped cash (15% of available),7185.474365234375,17.01093512510205,0.0,1009.6840035819473,999.7003736300367,907.3095454140245,1008.5719285642152,1004.282661099962,1015.9053955078125,1128.4290771484375,1.1720672156280167,0.2567236565862167,7425.135759514427
GODREJPROP.NS,SELL,2015-10-28,353.4116374593809,17,stop,6007.997836809476,36.922170451328356,-165.11698695745972,352.60751119837664,320.4352540398422,283.4172538850411,361.52099934329397,355.18757533606123,360.1000061035156,363.79998779296875,,,
JUBLPHARMA.NS,SELL,2015-10-28,274.9393036989811,52,stop,14296.84379234702,55.30190720621304,-518.8790632518101,277.0745530959459,242.17670084080606,171.037293975883,280.6621676034089,276.320908240182,291.1680908203125,291.1680908203125,,,
SAMMAANCAP.NS,SELL,2015-10-28,490.57905371639265,31,stop,15207.950665208173,57.32220105273659,-323.98118817119393,495.7714638374415,491.1764532282509,428.4689917963997,494.46469871944606,493.0442750918519,498.0019836425781,534.4110107421875,,,
WOCKPHARMA.NS,BUY,2015-10-28,1470.264892578125,5,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=80.9% (>= 80%); VOLAR rank 2/3 (VOLAR=1.26); MVO weight=27.6% of capped cash (15% of available),7351.324462890625,17.403569641394046,0.0,1428.8628652015866,1358.4652412428966,1290.1418023369538,1439.922681979279,1434.2171055181368,1453.622802734375,1796.9652099609375,1.2608328374149453,0.2756435599857665,7972.3500410754905
COFORGE.NS,SELL,2015-10-30,97.763058780423,136,vwap_or_trend_exit,13295.775994137528,53.08213346405652,-293.874049299009,93.69647413310214,84.19975423390545,74.51755558960915,97.68319312133657,93.13146719510058,97.34429931640625,101.06954193115234,,,
INTELLECT.NS,BUY,2015-10-30,229.55426025390625,116,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.8% (>= 80%); VOLAR rank 1/2 (VOLAR=2.23); MVO weight=96.1% of capped cash (15% of available),26628.294189453125,55.21859629032178,0.0,204.99443293647792,171.900377643792,130.1665404140417,215.7456084516714,208.271279952506,224.25755310058594,229.41607666015625,2.230478188038521,0.9614161426400831,26692.65535566705
TORNTPOWER.NS,BUY,2015-10-30,154.53810119628906,6,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=0.87); MVO weight=3.9% of capped cash (15% of available),927.2286071777344,7.000996811534485,0.0,144.7675886046889,136.34284809927533,128.7505114990368,150.08051713914568,148.24399792957956,151.63504028320312,151.63504028320312,0.8685551817628041,0.038583857359916866,1071.238105044004
WOCKPHARMA.NS,SELL,2015-10-30,1435.874795645817,5,stop,7179.373978229085,39.519586935569045,-228.87364123850358,1439.713814657157,1366.4502926629689,1293.5533219341823,1455.457186214005,1443.090246880218,1454.668701171875,1796.9652099609375,,,
DRREDDY.NS,BUY,2015-11-02,803.4422607421875,30,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.4% (>= 80%); VOLAR rank 1/1 (VOLAR=1.46); MVO weight=100.0% of capped cash (15% of available),24103.267822265625,52.220364831765124,0.0,788.1942346156039,771.6342806126852,704.5062237280052,786.4532588018538,787.3080542920923,800.3751831054688,813.0358276367188,1.4586787550443703,1.0,24430.748857074996
GODREJCP.NS,SELL,2015-11-02,388.0303039736646,14,stop,5432.424255631305,35.64589013898239,-207.84886178443656,391.2961421917237,385.50996125403356,363.1418748738715,396.5330443443776,389.9802049986579,390.26220703125,435.1983337402344,,,
DIVISLAB.NS,SELL,2015-11-03,1104.8710257112016,7,target,7734.097179978411,40.74963349146721,490.86224612746685,1034.0781714029724,1007.2556571238041,912.9124248653707,1039.3441421121972,1027.6411878891156,1069.2305908203125,1128.4290771484375,,,
NAVINFLUOR.NS,BUY,2015-11-03,330.653076171875,47,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/2 (VOLAR=2.72); MVO weight=70.9% of capped cash (15% of available),15540.694580078125,36.79113359304443,0.0,282.61759804039474,244.26057465933368,195.86617700086492,302.7634411732198,300.1837324745572,329.1582946777344,329.1582946777344,2.7154847716876245,0.7088094993154649,15659.96408631621
TORNTPOWER.NS,SELL,2015-11-03,151.6350124175149,6,vwap_or_trend_exit,909.8100745050895,30.443842430152028,-54.86337191433149,147.34675883528632,137.60158671797384,129.22553094562502,151.58136398334668,149.29137044904263,150.95896911621094,154.53810119628906,,,
ZENSARTECH.NS,BUY,2015-11-03,171.88731384277344,37,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=99.9% (>= 80%); VOLAR rank 2/2 (VOLAR=1.52); MVO weight=29.1% of capped cash (15% of available),6359.830612182617,15.056301150264801,0.0,165.35880793484685,152.30574889330302,133.1981666695547,166.9637342708816,167.35659138716184,170.58172607421875,170.82383728027344,1.5167976367044964,0.2911905006845351,6433.36860947846
JUBLPHARMA.NS,BUY,2015-11-04,290.242919921875,67,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=99.9% (>= 80%); VOLAR rank 1/1 (VOLAR=2.59); MVO weight=100.0% of capped cash (15% of available),19446.275634765625,46.03722961539795,0.0,282.7450720217393,249.86537192702522,176.5622374957332,284.3383269543531,282.2794131586474,292.81292724609375,293.0185546875,2.585384134264678,1.0,19718.679007292812
ZENSARTECH.NS,SELL,2015-11-04,166.44876115713305,37,stop,6158.604162813923,37.25612582224856,-253.53887634120775,166.5458090090153,153.0736534011254,133.5831333080942,168.5240926793377,167.28518709259603,171.88731384277344,171.88731384277344,,,
CHOLAFIN.NS,BUY,2015-11-05,119.78623962402344,163,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=89.2% (>= 80%); VOLAR rank 1/1 (VOLAR=1.27); MVO weight=100.0% of capped cash (15% of available),19525.15705871582,46.22397397174618,0.0,120.2377121621295,120.0503429388933,115.37339663784174,120.62258154258923,119.18117252587707,123.70215606689453,138.62794494628906,1.267010480991747,1.0,19627.03516865735
JUBLPHARMA.NS,SELL,2015-11-05,282.7905531131657,67,stop,18946.9670585821,65.61311843750231,-610.9589242364243,284.1083170944912,251.44880518172522,177.69338856465004,285.73625144562834,284.2116111690107,290.242919921875,293.0185546875,,,
CHOLAFIN.NS,SELL,2015-11-06,118.70077152675971,163,stop,19348.225758861834,66.50287188705478,-289.65814571278867,120.1556262461102,120.03998594615331,115.41730552327638,120.61738441319672,119.2972578158389,119.78623962402344,138.62794494628906,,,
DRREDDY.NS,SELL,2015-11-06,785.2091874121021,30,stop,23556.275622363064,71.63742166829317,-670.8499864026204,796.6388121227075,776.4443405793774,708.4181844867732,804.0360384277295,789.1549622232181,794.6715087890625,813.0358276367188,,,
INTELLECT.NS,SELL,2015-11-06,229.27788592289917,116,vwap_or_trend_exit,26596.234767056303,74.7910935247528,-162.06911221189546,225.89181255857528,183.9650856634121,135.44984690378493,239.78321868114915,227.0151166375205,226.9749755859375,249.81988525390625,,,
NAVINFLUOR.NS,SELL,2015-11-06,306.3445618299164,47,stop,14398.194406006072,55.5266426650443,-1234.8179503301424,299.319948282367,252.88466260690097,199.5556245971158,320.7482388726332,305.86627628653304,312.2143249511719,330.653076171875,,,
ZYDUSLIFE.NS,BUY,2015-11-06,376.0199890136719,77,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.9% (>= 80%); VOLAR rank 1/1 (VOLAR=1.11); MVO weight=100.0% of capped cash (15% of available),28953.539154052734,57.97960611275713,0.0,387.7060443023405,371.764550278874,338.41596094131756,384.20834830100245,391.6953422789523,392.56744384765625,405.09234619140625,1.1070536427945041,1.0,29235.898892435533
ZYDUSLIFE.NS,SELL,2015-11-09,384.04703784955836,77,stop,29571.621914415995,77.87777800374664,482.22537624675584,385.581306977128,371.93143022925824,338.79013037487334,385.68617067479903,385.97692246186773,376.0199890136719,405.09234619140625,,,
GODREJCP.NS,BUY,2015-11-10,408.3683166503906,13,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.0% (>= 80%); VOLAR rank 3/3 (VOLAR=1.24); MVO weight=18.6% of capped cash (15% of available),5308.788116455078,12.56805683962445,0.0,398.4826810949946,388.53209730343445,365.2506111374818,399.4263678319781,398.10548592551027,417.9857177734375,435.1983337402344,1.2438628066970827,0.18634852148616401,5461.545830807345
KEI.NS,BUY,2015-11-10,101.71408081054688,48,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=90.0% (>= 80%); VOLAR rank 2/3 (VOLAR=1.83); MVO weight=16.8% of capped cash (15% of available),4882.27587890625,11.697243672268552,0.0,100.64689573296684,99.55804961385766,82.39528538676502,100.2188761642511,101.3431898103555,101.71408081054688,112.97310638427734,1.8260847310002268,0.16803004054675572,4924.6635287453055
MARUTI.NS,BUY,2015-11-10,4302.82275390625,4,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.8% (>= 80%); VOLAR rank 1/3 (VOLAR=2.07); MVO weight=64.6% of capped cash (15% of available),17211.291015625,40.746113618136725,0.0,4119.510538157168,4016.170743254262,3681.3083163353945,4132.570645867606,4099.794343886399,4225.67236328125,4278.07861328125,2.068533905822658,0.6456214379670803,18922.023339319894
GODREJCP.NS,SELL,2015-11-13,396.74186102941644,13,stop,5157.6441933824135,35.03659118027132,-198.74857109256018,400.28006937779384,389.30998825821706,365.67964303313266,400.44365763125927,398.7355387230316,408.3683166503906,435.1983337402344,,,
KEI.NS,SELL,2015-11-13,100.89920532818876,48,stop,4843.16185575306,34.52432516812936,-85.33559199358761,100.84092938343593,99.64259985686509,82.58751220690216,100.74298831464787,101.40623651074247,101.71408081054688,112.97310638427734,,,
M&M.NS,BUY,2015-11-16,583.3447875976562,45,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=89.6% (>= 80%); VOLAR rank 1/1 (VOLAR=0.41); MVO weight=100.0% of capped cash (15% of available),26250.51544189453,54.770019538798216,0.0,569.4012504570251,568.9387325818775,567.6456293437417,570.6949152020096,563.7219545143399,571.2479248046875,637.8265380859375,0.41047402783332804,1.0,26677.81450502315
CANFINHOME.NS,BUY,2015-11-17,181.20751953125,72,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.7% (>= 80%); VOLAR rank 1/2 (VOLAR=2.13); MVO weight=57.4% of capped cash (15% of available),13046.94140625,30.887407366804695,0.0,179.16054025756506,170.6162658847773,142.1953856954352,177.74017179573437,178.02564773898783,183.30825805664062,187.56600952148438,2.134153812195607,0.5739942422772277,13048.049562974958
GRANULES.NS,BUY,2015-11-17,138.2448272705078,70,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=91.7% (>= 80%); VOLAR rank 2/2 (VOLAR=1.70); MVO weight=42.6% of capped cash (15% of available),9677.137908935547,22.909714348441465,0.0,139.60015880394107,131.57349423649504,104.83575367225613,138.59658465638128,139.43124971266633,140.55911254882812,153.2905731201172,1.698576542327099,0.42600575772277227,9683.972122833193
GODFRYPHLP.NS,BUY,2015-11-18,343.091064453125,21,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=1.84); MVO weight=32.0% of capped cash (15% of available),7204.912353515625,17.05695273518701,0.0,298.19031102951624,234.97023235333504,181.8725791646191,341.30636475101545,326.2583702302999,366.2364196777344,366.2364196777344,1.840060704098617,0.32036481724310684,7450.354059159739
GRANULES.NS,SELL,2015-11-18,138.6171470849055,70,stop,9703.200295943385,45.115934555426634,-41.96326189603019,139.35373488877138,131.83511513978965,105.16818226527357,139.09435118512877,139.31371566322161,138.2448272705078,153.2905731201172,,,
MARUTI.NS,SELL,2015-11-18,4168.126838870695,4,stop,16672.50735548278,60.56971784509164,-640.0994916054489,4188.0599991455365,4050.3446283070793,3703.5284626228677,4236.674993307789,4189.072199870046,4229.36962890625,4302.82275390625,,,
NAVINFLUOR.NS,BUY,2015-11-18,363.8079528808594,43,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/2 (VOLAR=2.89); MVO weight=68.0% of capped cash (15% of available),15643.741973876953,37.035088611408135,0.0,326.7232608529811,270.2420079506945,207.35386228834858,350.6018030161345,334.38392667265583,369.02899169921875,369.02899169921875,2.894100520522456,0.6796351827568932,15805.489460967145
CANFINHOME.NS,SELL,2015-11-19,180.06335536425547,72,vwap_or_trend_exit,12964.561586226395,52.34769664866793,-165.61492403907866,179.5848694442752,171.3762342785808,142.9540734294128,179.8953582326923,178.50336800506642,179.81954956054688,187.56600952148438,,,
GODFRYPHLP.NS,SELL,2015-11-19,335.058964407423,21,stop,7036.238252555882,39.202196918646926,-224.93325061357615,306.35408437926327,239.21026498469936,183.47674319734057,344.5020769592858,332.94329283250414,343.091064453125,366.2364196777344,,,
ITC.NS,BUY,2015-11-19,169.24496459960938,134,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=88.8% (>= 80%); VOLAR rank 1/1 (VOLAR=0.12); MVO weight=100.0% of capped cash (15% of available),22678.825256347656,50.528973182338746,0.0,164.29474358953811,161.5085037215836,159.89543448103035,162.76983445793567,162.5776041201618,167.225830078125,188.38345336914062,0.12036474430972477,1.0,22806.819056598248
DIVISLAB.NS,BUY,2015-11-20,1062.8482666015625,11,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=94.5% (>= 80%); VOLAR rank 2/2 (VOLAR=1.37); MVO weight=55.2% of capped cash (15% of available),11691.330932617188,27.678126997863522,0.0,1050.942160418963,1024.6707182963175,927.938368817921,1050.8384390634972,1056.5093348209577,1066.17822265625,1128.4290771484375,1.3704146997657987,0.551513951491426,11918.574927002937
NATCOPHARM.NS,BUY,2015-11-20,475.6952819824219,20,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.6% (>= 80%); VOLAR rank 1/2 (VOLAR=1.51); MVO weight=44.8% of capped cash (15% of available),9513.905639648438,22.523277294737547,0.0,460.91489116626656,451.8307046181371,402.7891138902617,447.36062474694864,454.2850487059584,470.9228210449219,482.73431396484375,1.513847039602105,0.448486048508574,9692.074984521969
NAVINFLUOR.NS,SELL,2015-11-20,344.44967459781145,43,stop,14811.336007705893,56.4427453315031,-925.883800113972,335.8971140817864,276.7711105820058,210.28302551267862,357.17106279056065,346.1805774852376,346.8374328613281,369.02899169921875,,,
GRANULES.NS,BUY,2015-11-23,148.96617126464844,145,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.2% (>= 80%); VOLAR rank 1/1 (VOLAR=1.84); MVO weight=100.0% of capped cash (15% of available),21600.094833374023,49.24808220571731,0.0,139.80160618174938,132.77576065807278,106.2010280896988,140.26288002361753,138.89988986923473,141.26754760742188,153.2905731201172,1.840976112957911,1.0,21693.25678982943
ITC.NS,SELL,2015-11-23,163.25406596089832,134,stop,21876.044838760376,69.89434017199905,-923.2037309416196,165.2668791951079,161.96010666776104,160.044214322631,166.53115111192955,164.0744381516566,165.59130859375,188.38345336914062,,,
DIVISLAB.NS,SELL,2015-11-26,1046.2937039003893,11,stop,11509.230742904283,49.120637304700416,-258.89895401546863,1055.826480936938,1028.8868297171252,931.9001666724055,1060.6040275619541,1051.5514612064214,1059.1484375,1128.4290771484375,,,
JUBLPHARMA.NS,BUY,2015-11-26,283.6293640136719,40,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.8% (>= 80%); VOLAR rank 2/3 (VOLAR=2.47); MVO weight=43.9% of capped cash (15% of available),11345.174560546875,26.858634325686033,0.0,279.9936876120655,261.616827509686,189.01746562589685,280.8380967053292,276.9815269212743,286.6448669433594,293.0185546875,2.4668420098095445,0.4390916261277276,11363.979465702301
M&M.NS,SELL,2015-11-26,617.0517687117404,45,target,27767.329592028316,76.00599432274774,1386.0381362722387,589.5431368509836,574.9957306722758,569.3789629664913,597.6612284261607,586.4803266698536,602.3574829101562,637.8265380859375,,,
NATCOPHARM.NS,SELL,2015-11-26,523.0350827818393,20,target,10460.701655636785,46.79562261541894,877.4771160781913,467.75328803571773,454.5721957904825,404.95512605531,473.085193037893,456.83141472024556,475.1516418457031,482.73431396484375,,,
NAVINFLUOR.NS,BUY,2015-11-26,352.18914794921875,41,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.1% (>= 80%); VOLAR rank 1/3 (VOLAR=2.71); MVO weight=56.1% of capped cash (15% of available),14439.755065917969,34.184762781584595,0.0,344.4421555093952,285.49548597653643,214.5228994519073,358.23090450788544,354.1281192551962,358.42822265625,369.02899169921875,2.706392507075759,0.5609083738722723,14516.676847239149
GODREJIND.NS,BUY,2015-11-27,385.2101745605469,18,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.6% (>= 80%); VOLAR rank 2/3 (VOLAR=1.10); MVO weight=27.4% of capped cash (15% of available),6933.783142089844,16.41507981328235,0.0,382.78513191003645,372.2738255874249,351.8544883730989,384.81128006954225,382.5614564303352,391.081787109375,396.7067565917969,1.1033030387613085,0.27375722341873715,7074.127031453539
JUBLPHARMA.NS,SELL,2015-11-27,278.80440499738376,40,stop,11152.17619989535,48.32890241870515,-268.18589739591596,280.65471968508484,262.4800642353325,189.95887755015332,281.7427571310367,280.20543215817463,283.6293640136719,293.0185546875,,,
NAVINFLUOR.NS,SELL,2015-11-27,354.4576215133876,41,stop,14532.762482048893,55.825034724270104,2.997618625068462,345.8506995893631,288.11092370095537,215.892712869791,355.8345826473471,356.23881559134435,352.18914794921875,369.02899169921875,,,
TATAELXSI.NS,BUY,2015-11-27,882.4636840820312,21,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=85.6% (>= 80%); VOLAR rank 1/3 (VOLAR=2.44); MVO weight=72.6% of capped cash (15% of available),18531.737365722656,43.872146230036,0.0,818.302481944129,813.926163875968,661.6728968129114,823.4521681124503,816.331996013144,844.9114379882812,987.3801879882812,2.4387775741422524,0.7262427765812629,18766.75103967229
GODREJCP.NS,BUY,2015-11-30,381.9126281738281,27,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=91.2% (>= 80%); VOLAR rank 2/3 (VOLAR=0.93); MVO weight=40.4% of capped cash (15% of available),10311.64096069336,24.411840680191222,0.0,387.7258858777165,387.2735296945239,367.29881525347724,388.86842900081166,387.28415388338226,397.0655517578125,435.1983337402344,0.929533912181139,0.4035103037386531,10574.880085236291
GODREJIND.NS,SELL,2015-11-30,381.8435908637141,18,stop,6873.184635546853,38.840640849969404,-115.85422720624173,383.2260487555838,372.78113339029244,352.18638574809836,386.0576227161838,383.76240287810464,385.2101745605469,396.7067565917969,,,
GRANULES.NS,SELL,2015-11-30,146.22680078771228,145,vwap_or_trend_exit,21202.88611421828,69.19600127220673,-515.6528026336671,144.81361301256425,135.18483541679794,107.88305251235356,147.64520428460753,144.18792792617285,146.4629669189453,153.2905731201172,,,
JBCHEPHARM.NS,BUY,2015-11-30,124.9927978515625,83,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=93.7% (>= 80%); VOLAR rank 1/3 (VOLAR=1.09); MVO weight=39.9% of capped cash (15% of available),10374.402221679688,24.56042206601782,0.0,124.86977294821362,124.5140434161087,111.04224265500997,127.01668429597194,125.40167818410107,129.28118896484375,137.92538452148438,1.0937545744819002,0.39853188067618944,10444.409496477234
KOTAKBANK.NS,BUY,2015-11-30,687.8713989257812,7,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=94.3% (>= 80%); VOLAR rank 3/3 (VOLAR=0.54); MVO weight=19.8% of capped cash (15% of available),4815.099792480469,11.617478384190065,0.0,676.9134669423545,664.122367226119,663.6564346161332,682.8843050007396,676.2248394725893,694.2301025390625,736.455078125,0.5375430807372886,0.19795781558515743,5187.922445480369
GODREJCP.NS,SELL,2015-12-01,383.3297020096583,27,stop,10349.901954260775,46.54993469278956,-32.700781805565526,386.66892993155494,387.0632982623398,367.4442263273116,389.0268920375697,385.2559819192546,381.9126281738281,435.1983337402344,,,
