ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,cci,wpr,ema_trend50,ema_fast,ema_slow,sma_trend,swing_low,close,high_52w,volar,mvo_weight,alloc_inr
TRIDENT.NS,BUY,2016-01-12,4.290765285491943,7397,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.1% (>= 50%); VOLAR rank 3/3 (VOLAR=1.59); MVO weight=26.1% of capped cash (25% of available),31738.790816783905,61.286830648594105,0.0,-109.19451367681508,-65.94202355853476,4.221984221002708,4.437767430316605,4.44607028906107,2.9148466223478318,4.172235792002322,4.357931613922119,4.733274459838867,1.5851996690387042,0.2612082656154505,31743.03718287694
3MINDIA.NS,SELL,2016-01-13,9814.910172557964,5,"indicator_exit: Close<EMA50, SwingLow(10) breach",49074.55086278982,98.11023351236334,-608.0625132382174,-39.31999578928318,-76.77486032595189,10193.238707460288,10000.1139721957,10073.50555143732,9079.141733398437,9740.59012387175,9900.4248046875,11445.35546875,,,
J&KBANK.NS,BUY,2016-01-13,149.22325134277344,609,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/3 (VOLAR=4.96); MVO weight=79.6% of capped cash (25% of available),90876.96006774902,131.5078476462056,0.0,0.0,-50.0,149.1883603662447,149.22325133964495,149.22317053339697,148.24127273559571,149.22325134277344,149.22325134277344,149.22325134277344,4.959246231803611,0.7957800253077757,90945.60355741011
KPRMILL.NS,BUY,2016-01-13,78.7110595703125,174,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.6% (>= 50%); VOLAR rank 2/3 (VOLAR=2.27); MVO weight=12.0% of capped cash (25% of available),13695.724365234375,32.42334003660205,0.0,-18.327628212519162,-64.4958605467021,78.7663769096892,82.0659481238999,81.22501123201178,66.8904765701294,77.569552055212,80.83644104003906,87.26992797851562,2.2694159519773245,0.12019831376597158,13736.846671668309
NAVINFLUOR.NS,SELL,2016-01-13,345.57645817747954,19,indicator_exit: SwingLow(10) breach,6565.952705372111,38.15938292460835,-143.88811617182506,-24.196309577362467,-90.12840227243962,331.9365580986111,350.3234302940863,349.3005348004735,233.97383323669433,338.5621790745031,342.9425964355469,369.0289611816406,,,
SAREGAMA.NS,SELL,2016-01-13,28.36792724057073,1188,stop,33701.09756179803,82.16172081719463,-3075.6868003832806,-91.33636571468986,-81.70215054907655,32.50368741505514,31.712336007542365,32.16154194257829,26.920176677703857,29.85716125349874,30.831254959106445,45.05304718017578,,,
TATAELXSI.NS,BUY,2016-01-13,869.6612548828125,11,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=88.4% (>= 50%); VOLAR rank 3/3 (VOLAR=2.26); MVO weight=8.4% of capped cash (25% of available),9566.273803710938,22.647254000548095,0.0,-71.20642007514424,-87.97283650184951,918.6273960354438,951.539329248085,956.1161480465657,720.3018276977539,889.0560562333554,908.2259521484375,1027.4971923828125,2.263239930359343,0.0840216609262527,9602.403204175333
3MINDIA.NS,BUY,2016-01-14,9665.2490234375,1,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.3% (>= 50%); VOLAR rank 5/5 (VOLAR=1.59); MVO weight=10.5% of capped cash (25% of available),9665.2490234375,22.88156852958008,0.0,-55.31050828950067,-88.40360764203459,10176.555211885865,9957.876808216935,10044.39164847305,9091.285651855469,9647.689743683337,9767.8095703125,11445.35546875,1.5897335337736593,0.10523845022308492,12966.764197399936
BAJFINANCE.NS,BUY,2016-01-14,58.81073760986328,788,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=96.3% (>= 50%); VOLAR rank 2/5 (VOLAR=2.10); MVO weight=37.6% of capped cash (25% of available),46342.861236572266,78.62779148947332,0.0,36.59771835838559,-57.88839643846583,55.43121829593789,59.2021001602022,58.02211979925227,49.01134208679199,57.601787492624574,58.82960891723633,61.12023162841797,2.100268575704657,0.3763294744675208,46368.75158848893
GODFRYPHLP.NS,BUY,2016-01-14,366.6698303222656,53,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=79.4% (>= 50%); VOLAR rank 3/5 (VOLAR=1.72); MVO weight=15.9% of capped cash (25% of available),19433.501007080078,46.006986885167414,0.0,-17.264376676885654,-71.96903554352616,359.2345170272364,388.31301097067256,387.1094697760673,213.01900978088378,355.9928988809455,374.2982177734375,471.6761779785156,1.7210449783620676,0.1586445380863096,19547.098158609777
J&KBANK.NS,SELL,2016-01-14,149.22325134277344,609,indicator_exit: SwingLow(10) breach,90876.96006774902,141.4763036360432,-272.98415128224883,0.0,-50.0,149.18972863983407,149.22325134021375,149.22317822952806,148.25119171142578,149.22325134277344,149.22325134277344,149.22325134277344,,,
KPRMILL.NS,SELL,2016-01-14,79.0883708511242,174,"indicator_exit: Close<EMA50, SwingLow(10) breach",13761.37652809561,54.114558881658375,-20.88573605702527,-50.83168194819778,-71.73911900886736,78.76420760226266,81.45596838688401,80.9855872642309,67.06066318511962,74.98565609041869,78.7110595703125,87.26992797851562,,,
NATCOPHARM.NS,BUY,2016-01-14,503.7868957519531,19,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=94.3% (>= 50%); VOLAR rank 4/5 (VOLAR=1.65); MVO weight=8.1% of capped cash (25% of available),9571.95101928711,22.660694274766417,0.0,-9.203373210014703,-47.91096964004486,502.9521142895812,538.750586739666,528.3414663366277,438.86477493286134,489.736418132785,533.9605712890625,566.3915405273438,1.648522378666918,0.08131562513280174,10019.156823633239
NAVINFLUOR.NS,BUY,2016-01-14,344.61444091796875,99,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.8% (>= 50%); VOLAR rank 1/5 (VOLAR=2.46); MVO weight=27.8% of capped cash (25% of available),34116.829650878906,64.11052822843152,0.0,-110.34456576685757,-56.377635492322746,332.3443601439168,348.8710811958717,348.6371991293718,234.9837432861328,319.5928376434929,342.33551025390625,369.0289611816406,2.4575438354101093,0.2784719120902828,34311.410059910835
TATAELXSI.NS,SELL,2016-01-14,852.6966106885138,11,"indicator_exit: Close<EMA50, SwingLow(10) breach",9379.662717573652,44.39852038792412,-253.6568605257576,-102.19748002136618,-82.39001459352825,916.7071552059289,936.6524066362172,947.8823486976369,722.2068955993652,833.1891541362579,869.6612548828125,1027.4971923828125,,,
TRIDENT.NS,SELL,2016-01-14,4.026049711939243,7397,"indicator_exit: Close<EMA50, SwingLow(10) breach",29780.68971921458,78.09466619885153,-2097.4825944167696,-170.34440720058788,-73.48063336566435,4.222469866612065,4.366902430998942,4.406232201088632,2.941071825623512,3.9786371602082413,4.1682844161987305,4.733274459838867,,,
WELSPUNLIV.NS,SELL,2016-01-14,77.6055096757902,85,indicator_exit: SwingLow(10) breach,6596.468322442167,38.22704843699319,-320.294782855953,-45.649708148579755,-64.55699582822702,77.53202137984465,80.56329953886446,80.03570677667223,64.15767760276795,75.3004225320635,79.31004333496094,86.4793701171875,,,
3MINDIA.NS,SELL,2016-01-15,9847.379751793684,1,indicator_exit: Close<EMA50,9847.379751793684,45.43563894590582,113.81352088069778,-77.90513306919138,-98.30482358102974,10156.503988809458,9904.671756438856,10008.282827041094,9103.338999023437,9647.689743683337,9665.2490234375,11445.35546875,,,
J&KBANK.NS,BUY,2016-01-15,149.22325134277344,642,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/1 (VOLAR=4.44); MVO weight=100.0% of capped cash (25% of available),95801.32736206055,137.35507091767488,0.0,0.0,-50.0,149.19104325563563,149.22325134067913,149.22318519269427,148.26111068725587,149.22325134277344,149.22325134277344,149.22325134277344,4.438599415852354,1.0,95822.49697958886
3MINDIA.NS,BUY,2016-01-18,9139.2470703125,4,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=82.9% (>= 50%); VOLAR rank 1/4 (VOLAR=1.51); MVO weight=37.2% of capped cash (25% of available),36556.98828125,67.00798722708593,0.0,-103.85849472401725,-95.72294672619078,10130.165903463989,9828.346493904519,9958.435206608608,9114.957338867187,9431.325458091424,9484.8828125,11445.35546875,1.5051671618475466,0.37198187881294303,42262.83210266563
ABFRL.NS,BUY,2016-01-18,197.43716430664062,131,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.7% (>= 50%); VOLAR rank 2/4 (VOLAR=1.37); MVO weight=22.9% of capped cash (25% of available),25864.268524169922,54.3113876312105,0.0,-80.74402003305192,-95.13564658354458,217.80355204241877,220.0251614855352,221.1750009946499,191.0645634841919,206.99851989746094,209.5613555908203,244.4553985595703,1.3729741691031088,0.22894053691729033,26011.147381980747
BAJFINANCE.NS,SELL,2016-01-18,57.255257083287574,788,indicator_exit: SwingLow(10) breach,45117.14258163061,94.00479441703908,-1398.3512408481695,-6.276458095762158,-81.51723002422469,55.65289535554403,58.8956798489178,58.07244224919017,49.21277973175049,56.9290717882775,57.83699417114258,61.12023162841797,,,
GODFRYPHLP.NS,SELL,2016-01-18,331.5762057190896,53,stop,17573.53890311175,62.56767060499342,-1968.5367614584895,-64.71596974113963,-96.55037862604921,359.12578249992197,378.0033721223807,381.74904856637994,215.34076347351075,346.7463450852639,349.31805419921875,471.6761779785156,,,
INFY.NS,BUY,2016-01-18,438.621337890625,64,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=97.3% (>= 50%); VOLAR rank 4/4 (VOLAR=1.02); MVO weight=24.9% of capped cash (25% of available),28071.765625,56.93258293371874,0.0,161.0073291861229,-18.099891353568307,420.7011872431586,423.52504281626375,421.13779709612874,408.84184967041017,399.46366887192164,441.7214660644531,453.7655944824219,1.0226272417238993,0.24878902586136264,28266.239373052642
J&KBANK.NS,SELL,2016-01-18,149.22325134277344,642,indicator_exit: SwingLow(10) breach,95801.32736206055,146.58487181336577,-283.9399427310407,0.0,-50.0,149.19230631787633,149.2232513410599,149.2231914927018,148.27102966308593,149.22325134277344,149.22325134277344,149.22325134277344,,,
NATCOPHARM.NS,SELL,2016-01-18,471.8165235443567,19,stop,8964.513947342777,43.477967013921564,-673.5757332330201,-81.22921420014454,-95.5509633592147,502.45807961128503,524.6042125680757,522.5314357336911,439.8951063537598,485.5904488837651,489.55218505859375,566.3915405273438,,,
RELIANCE.NS,BUY,2016-01-18,220.33502197265625,77,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=99.7% (>= 50%); VOLAR rank 3/4 (VOLAR=1.14); MVO weight=15.0% of capped cash (25% of available),16965.79669189453,40.164928883171264,0.0,111.72444271560222,-15.9632521026949,214.44909693525645,226.4131398982995,222.0312449922492,201.9383860015869,213.80199532224194,232.56683349609375,233.33609008789062,1.1424152207549254,0.15028855840840402,17075.07938621937
3MINDIA.NS,SELL,2016-01-19,9197.076031093684,4,"indicator_exit: Close<EMA50, SwingLow(10) breach",36788.304124374736,85.3644074284511,78.94344846919866,-142.93789483340169,-97.42131981161981,10091.306341379617,9703.055689615061,9880.417288866121,9124.039267578126,9098.370964809168,9139.2470703125,11445.35546875,,,
ABFRL.NS,SELL,2016-01-19,197.14144897460938,131,"indicator_exit: Close<EMA50, SwingLow(10) breach",25825.529815673828,73.99155958395893,-167.0416557112632,-144.6570407370761,-92.25710753234583,217.00487017042747,215.91825290755435,218.91425464341094,191.48940334320068,192.21290588378906,197.43716430664062,244.4553985595703,,,
J&KBANK.NS,BUY,2016-01-19,149.22325134277344,608,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=6.40); MVO weight=79.6% of capped cash (25% of available),90727.73681640625,131.33065906222168,0.0,0.0,-50.0,149.19351984826446,149.22325134137145,149.22319719270862,148.28094863891602,149.22325134277344,149.22325134277344,149.22325134277344,6.40371126344726,0.7959354400182931,90811.32223185773
KPRMILL.NS,BUY,2016-01-19,73.00833129882812,118,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=84.3% (>= 50%); VOLAR rank 3/4 (VOLAR=2.05); MVO weight=7.6% of capped cash (25% of available),8614.983093261719,20.39516266488636,0.0,-129.5827622625413,-81.61624754580667,78.40941693007423,78.70344903344184,79.57052157658464,67.52585014343262,70.3193463814135,73.60057067871094,87.26992797851562,2.0548342434164137,0.07576132882316683,8643.900118728487
NAVINFLUOR.NS,SELL,2016-01-19,304.12594545468244,99,stop,30108.468600013563,78.43470597646568,-4150.906285070242,-186.1108157526705,-91.01360607989517,332.105099153857,339.6381788730082,343.69114778811826,237.79944374084474,305.9378919676497,311.8500671386719,369.0289611816406,,,
RELIANCE.NS,SELL,2016-01-19,222.9677657669591,77,"indicator_exit: W%R fade (> -20 → ≤ -50), CCI fade (> +100 → ≤ +100)",17168.517964055853,61.669574744605235,100.88676853354329,28.658568856531907,-70.74239017993362,214.6799175249584,225.30802754818254,221.86969994276416,202.15276039123535,216.03386823402062,220.33502197265625,233.33609008789062,,,
TATAELXSI.NS,BUY,2016-01-19,777.8172607421875,8,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=72.9% (>= 50%); VOLAR rank 4/4 (VOLAR=1.96); MVO weight=5.6% of capped cash (25% of available),6222.5380859375,14.731273999876953,0.0,-162.71520564062132,-97.71806536217468,903.4316905021217,872.0947512842123,908.8240553759023,727.0809892272949,742.4925163966097,749.0849609375,1027.4971923828125,1.9621285198530434,0.056021099756756176,6391.661793168688
WELSPUNLIV.NS,BUY,2016-01-19,69.70176696777344,118,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=82.2% (>= 50%); VOLAR rank 2/4 (VOLAR=2.09); MVO weight=7.2% of capped cash (25% of available),8224.808502197266,19.471460996952825,0.0,-169.51124185210747,-89.91982375820363,77.27722803949887,77.99058856650687,78.76288690171111,64.84377752304077,69.33681656066331,71.07831573486328,86.4793701171875,2.0880222373760926,0.07228213140178398,8246.945162012167
APLAPOLLO.NS,BUY,2016-01-20,65.2878189086914,620,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=86.4% (>= 50%); VOLAR rank 2/4 (VOLAR=2.07); MVO weight=35.6% of capped cash (25% of available),40478.44772338867,71.66435169743805,0.0,-77.32662987748938,-92.43163543017806,64.58999301431594,70.35778178636505,70.11443756024516,47.42032264709473,64.19494615687243,65.37810516357422,75.64643859863281,2.069355022239573,0.35587573271370837,40530.13817333954
J&KBANK.NS,SELL,2016-01-20,149.22325134277344,608,indicator_exit: SwingLow(10) breach,90727.73681640625,141.32149853976074,-272.6521576019824,0.0,-50.0,149.1946857892256,149.22325134162634,149.22320234985764,148.2908676147461,149.22325134277344,149.22325134277344,149.22325134277344,,,
KEI.NS,BUY,2016-01-20,107.748779296875,124,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.1% (>= 50%); VOLAR rank 3/4 (VOLAR=1.70); MVO weight=11.8% of capped cash (25% of available),13360.8486328125,31.630553218412107,0.0,-33.98294471082488,-70.4022617290344,108.63586766554215,113.6124788145782,112.56502084724667,90.37180364608764,106.09412085652298,111.10682678222656,120.6942367553711,1.6996621635566291,0.11764377721438943,13398.268292625025
KPRMILL.NS,SELL,2016-01-20,71.69965922029021,118,indicator_exit: Close<EMA50,8460.559787994245,42.36049603725717,-217.17896396961692,-122.18840807948831,-84.93439381284428,78.19760965041752,77.66797308169389,78.94555107394116,67.67238567352295,70.3193463814135,73.00833129882812,87.26992797851562,,,
MARICO.NS,BUY,2016-01-20,194.14845275878906,80,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=96.8% (>= 50%); VOLAR rank 4/4 (VOLAR=1.61); MVO weight=13.7% of capped cash (25% of available),15531.876220703125,36.77025695614991,0.0,-14.010841286213545,-57.64703309313057,187.05724592149647,192.2008769154391,191.65549929704238,178.74835060119628,186.16265279956437,192.34519958496094,198.7853240966797,1.606484162142354,0.13676745849750585,15576.23485099991
NAVINFLUOR.NS,BUY,2016-01-20,317.9957275390625,139,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.9% (>= 50%); VOLAR rank 1/4 (VOLAR=2.34); MVO weight=39.0% of capped cash (25% of available),44201.40612792969,76.08501484474047,0.0,-198.03102299388908,-77.641882749841,331.5195591135097,335.5537514642794,341.16568877258317,238.64914443969727,301.46410119062693,317.173828125,369.0289611816406,2.3390338810463693,0.38971303157439635,44383.815938267515
TATAELXSI.NS,SELL,2016-01-20,764.992381638403,8,"indicator_exit: Close<EMA50, SwingLow(10) breach",6119.939053107224,37.17038957599428,-154.5006964061472,-142.81702595367324,-85.74974553036387,898.5056344331047,854.9533893674804,896.347217791739,728.4817391967773,736.4851829814177,777.8172607421875,1027.4971923828125,,,
WELSPUNLIV.NS,SELL,2016-01-20,68.71782938677956,118,"indicator_exit: Close<EMA50, SwingLow(10) breach",8108.703867639988,41.58028860832812,-177.15638416255896,-185.54655952917128,-97.47158976030502,76.98015113472532,76.48353009400988,77.89992309847895,65.043654794693,69.29064276928668,69.70176696777344,86.4793701171875,,,
APLAPOLLO.NS,SELL,2016-01-21,66.99842810323716,620,indicator_exit: SwingLow(10) breach,41539.02542400704,90.29283420901746,898.6205147119116,-92.26475171289734,-81.64356519444372,64.617358735664,69.43597035406074,69.65475959343053,47.57259325027466,62.01868108758404,65.2878189086914,75.64643859863281,,,
BAJFINANCE.NS,BUY,2016-01-21,55.57928466796875,139,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=89.3% (>= 50%); VOLAR rank 3/4 (VOLAR=2.02); MVO weight=6.6% of capped cash (25% of available),7725.520568847656,18.28944374781335,0.0,-94.15943864022401,-72.08037959714298,55.48648453789027,56.79377573092528,57.06990489556661,49.45044149398804,51.775308229453195,54.5857048034668,61.12023162841797,2.019772942012878,0.0663176168625539,7778.426334836341
INFY.NS,SELL,2016-01-21,439.82268363258385,64,indicator_exit: CCI fade (> +100 → ≤ +100),28148.651752485366,76.40158021993884,-56.44803566829142,90.75813041777887,-32.10668497513134,422.6791619399937,430.04939063869796,425.53820195257913,409.19677276611327,399.46366887192164,434.4944152832031,453.7655944824219,,,
J&KBANK.NS,BUY,2016-01-21,149.22325134277344,656,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=8.20); MVO weight=83.6% of capped cash (25% of available),97890.45288085938,139.83571109344967,0.0,0.0,-50.0,149.19580600701178,149.2232513418349,149.22320701584962,148.30078659057617,149.22325134277344,149.22325134277344,149.22325134277344,8.201884515129692,0.835868635613413,98039.4488721486
KEI.NS,SELL,2016-01-21,109.16013413278185,124,"indicator_exit: Close<EMA50, SwingLow(10) breach",13535.85663246495,53.61448971196757,89.76295672206959,-58.25176533182076,-89.20458186124439,108.60107988637874,112.54635162954125,112.1063311757827,90.61636196136475,105.89943847789176,107.748779296875,120.6942367553711,,,
KPRMILL.NS,BUY,2016-01-21,69.15394592285156,61,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=79.3% (>= 50%); VOLAR rank 4/4 (VOLAR=1.98); MVO weight=3.6% of capped cash (25% of available),4218.390701293945,10.908942429060637,0.0,-141.63347623280674,-92.68693906744242,77.84557918666417,76.13212939860536,78.01938743115696,67.79156316757202,67.72590079229964,69.22083282470703,87.26992797851562,1.9762354880192938,0.03616013327531393,4241.240054250376
NAVINFLUOR.NS,SELL,2016-01-21,320.05050127103146,139,"indicator_exit: Close<EMA50, SwingLow(10) breach",44487.01967667337,93.35110113469904,116.17743276424656,-170.8024482362011,-74.37620154813571,330.98921277725685,332.3613834778763,338.95902579796217,239.47821182250976,299.48403010229214,317.9957275390625,369.0289611816406,,,
WELSPUNLIV.NS,BUY,2016-01-21,76.25202178955078,94,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=82.6% (>= 50%); VOLAR rank 2/4 (VOLAR=2.31); MVO weight=6.2% of capped cash (25% of available),7167.690048217773,16.968832426291048,0.0,-166.31837774571426,-72.18383017137094,76.76356178837274,75.56963785923251,77.2863230703128,65.24654880523681,66.0616883975042,71.45712280273438,86.4793701171875,2.3082665612462185,0.06165361424871934,7231.383143697775
APLAPOLLO.NS,BUY,2016-01-22,66.25240325927734,564,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=86.1% (>= 50%); VOLAR rank 2/3 (VOLAR=1.96); MVO weight=32.4% of capped cash (25% of available),37366.35543823242,67.96903464548981,0.0,-81.41339946136739,-82.41724796560325,64.63824788498921,68.65670884304188,69.22573792200448,47.7108025932312,62.01868108758404,65.15003204345703,75.64643859863281,1.9564934969669716,0.3243143846649678,37378.01118521334
CANFINHOME.NS,BUY,2016-01-22,191.72996520996094,154,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=81.9% (>= 50%); VOLAR rank 3/3 (VOLAR=1.75); MVO weight=25.8% of capped cash (25% of available),29526.414642333984,58.659841904795236,0.0,-110.34449756898474,-78.53838017809814,184.8678648139227,176.93589532258187,183.70561640302262,156.45753093719483,158.4932516493103,168.95947265625,206.34133911132812,1.7538514851770266,0.25783410993021405,29715.999969772798
J&KBANK.NS,SELL,2016-01-22,149.22325134277344,656,indicator_exit: SwingLow(10) breach,97890.45288085938,148.7521431613208,-288.5878542547705,0.0,-50.0,149.19688229468872,149.22325134200554,149.2232112374614,148.31070556640626,149.22325134277344,149.22325134277344,149.22325134277344,,,
KPRMILL.NS,SELL,2016-01-22,68.89605229906715,61,"indicator_exit: Close<EMA50, SwingLow(10) breach",4202.659190243096,33.85986385991333,-60.50031733982309,-130.66218214542778,-93.01404964353725,77.5047308233774,74.86336876665011,77.1750596684612,67.91197175979615,67.72588022380006,69.15394592285156,87.26992797851562,,,
NAVINFLUOR.NS,BUY,2016-01-22,310.17816162109375,155,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=84.6% (>= 50%); VOLAR rank 1/3 (VOLAR=2.30); MVO weight=41.8% of capped cash (25% of available),48077.61505126953,80.68764857756774,0.0,-143.6025974938582,-82.53394580907175,330.24854693841223,328.67790173402943,336.40123609212947,240.27017738342286,299.48403010229214,312.10223388671875,369.0289611816406,2.297352584558024,0.41785150540481814,48158.38883900921
WELSPUNLIV.NS,SELL,2016-01-22,76.21968467849936,94,indicator_exit: Close<EMA50,7164.65035977894,39.48693869567598,-59.4954595608004,-71.66533351217139,-42.89412414062766,76.74350139626208,75.69370766474492,77.1878181864307,65.46709253311157,66.0616883975042,76.25202178955078,86.4793701171875,,,
CANFINHOME.NS,SELL,2016-01-25,188.16620266624386,154,target,28977.595210601554,77.2615311370493,-684.7408047742742,-19.39642708237902,-28.963701991677294,185.13696679023792,179.62572621119622,184.4698400989215,156.81753536224366,158.4932516493103,191.72996520996094,206.34133911132812,,,
J&KBANK.NS,BUY,2016-01-25,149.22325134277344,617,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/2 (VOLAR=7.96); MVO weight=87.0% of capped cash (25% of available),92070.74607849121,132.92535631807695,0.0,0.0,-50.0,149.19791637500578,149.22325134214515,149.22321505701493,148.32062454223632,149.22325134277344,149.22325134277344,149.22325134277344,7.959490345006304,0.8704523796252724,92204.67111359916
