symbol,segment,expiry,as_of,pcr,total_call_oi,total_put_oi,delta_call_oi,delta_put_oi,top5_resistances,top5_supports,res_gaps,sup_gaps,ce_hotspot,pe_hotspot,equilibrium,equilibrium_strike,sentiment,rationale,report_text,status
ASIANPAINT,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.732,11419.0,8358.0,1817.0,1096.0,2600:1622; 2820:1008; 2700:951; 2800:939; 2560:905,2240:1179; 2500:775; 2400:719; 2440:626; 2300:624,20; 40; 100,40; 60; 60,"(2820, 697)","(2240, 717)",False,,Bearish,"PCR 0.73 (<0.80) → bearish tilt; ΔCallOI 1,817 > 1,096 → bearish tilt","========================================================================
Symbol: ASIANPAINT | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 11,419
Total Put  OI: 8,358
PCR        : 0.73
ΔCall OI   : 1,817
ΔPut  OI   : 1,096
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2600:1622; 2820:1008; 2700:951; 2800:939; 2560:905
Top-5 Supports    (PE OI): 2240:1179; 2500:775; 2400:719; 2440:626; 2300:624
Flow (ΔOI) CE hotspot: 2820 | ΔOI: 697
Flow (ΔOI) PE hotspot: 2240 | ΔOI: 717
Closest resistance gaps: 20; 40; 100
Closest support gaps   : 40; 60; 60
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.73 (<0.80) → bearish tilt; ΔCallOI 1,817 > 1,096 → bearish tilt
========================================================================",ok
ASTRAL,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.593,5057.0,2998.0,514.0,217.0,1460:853; 1500:752; 1440:708; 1600:642; 1580:351,1400:792; 1460:418; 1440:348; 1360:293; 1380:216,20; 20; 40,20; 20; 20,"(1460, 162)","(1360, 92)",False,,Bearish,PCR 0.59 (<0.80) → bearish tilt; ΔCallOI 514 > 217 → bearish tilt,"========================================================================
Symbol: ASTRAL | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,057
Total Put  OI: 2,998
PCR        : 0.59
ΔCall OI   : 514
ΔPut  OI   : 217
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1460:853; 1500:752; 1440:708; 1600:642; 1580:351
Top-5 Supports    (PE OI): 1400:792; 1460:418; 1440:348; 1360:293; 1380:216
Flow (ΔOI) CE hotspot: 1460 | ΔOI: 162
Flow (ΔOI) PE hotspot: 1360 | ΔOI: 92
Closest resistance gaps: 20; 20; 40
Closest support gaps   : 20; 20; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.59 (<0.80) → bearish tilt; ΔCallOI 514 > 217 → bearish tilt
========================================================================",ok
AUROPHARMA,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.861,7711.0,6639.0,1654.0,1154.0,1200:1196; 1100:1117; 1160:1107; 1180:835; 1260:798,1060:1636; 1100:1294; 1000:745; 1040:531; 1120:423,20; 20; 60,20; 20; 40,"(1160, 625)","(1060, 350)",False,,Bearish,"PCR 0.86 (~neutral); ΔCallOI 1,654 > 1,154 → bearish tilt","========================================================================
Symbol: AUROPHARMA | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,711
Total Put  OI: 6,639
PCR        : 0.86
ΔCall OI   : 1,654
ΔPut  OI   : 1,154
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1200:1196; 1100:1117; 1160:1107; 1180:835; 1260:798
Top-5 Supports    (PE OI): 1060:1636; 1100:1294; 1000:745; 1040:531; 1120:423
Flow (ΔOI) CE hotspot: 1160 | ΔOI: 625
Flow (ΔOI) PE hotspot: 1060 | ΔOI: 350
Closest resistance gaps: 20; 20; 60
Closest support gaps   : 20; 20; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.86 (~neutral); ΔCallOI 1,654 > 1,154 → bearish tilt
========================================================================",ok
DMART,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.492,9153.0,4506.0,1143.0,587.0,4300:1504; 4500:1126; 4200:1090; 4700:946; 4400:808,4200:888; 4100:717; 4000:671; 4300:484; 4150:373,100; 100; 100,50; 50; 100,"(4100, 355)","(4100, 292)",False,,Bearish,"PCR 0.49 (<0.80) → bearish tilt; ΔCallOI 1,143 > 587 → bearish tilt","========================================================================
Symbol: DMART | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 9,153
Total Put  OI: 4,506
PCR        : 0.49
ΔCall OI   : 1,143
ΔPut  OI   : 587
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 4300:1504; 4500:1126; 4200:1090; 4700:946; 4400:808
Top-5 Supports    (PE OI): 4200:888; 4100:717; 4000:671; 4300:484; 4150:373
Flow (ΔOI) CE hotspot: 4100 | ΔOI: 355
Flow (ΔOI) PE hotspot: 4100 | ΔOI: 292
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 50; 50; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.49 (<0.80) → bearish tilt; ΔCallOI 1,143 > 587 → bearish tilt
========================================================================",ok
AXISBANK,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.647,17178.0,11107.0,1464.0,1452.0,1300:2103; 1250:1772; 1350:1629; 1260:1422; 1270:1059,1200:1243; 1140:1162; 1230:1150; 1240:874; 1250:793,10; 10; 30,10; 10; 30,"(1350, 701)","(1140, 733)",False,,Bearish,"PCR 0.65 (<0.80) → bearish tilt; ΔCallOI 1,464 > 1,452 → bearish tilt","========================================================================
Symbol: AXISBANK | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 17,178
Total Put  OI: 11,107
PCR        : 0.65
ΔCall OI   : 1,464
ΔPut  OI   : 1,452
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1300:2103; 1250:1772; 1350:1629; 1260:1422; 1270:1059
Top-5 Supports    (PE OI): 1200:1243; 1140:1162; 1230:1150; 1240:874; 1250:793
Flow (ΔOI) CE hotspot: 1350 | ΔOI: 701
Flow (ΔOI) PE hotspot: 1140 | ΔOI: 733
Closest resistance gaps: 10; 10; 30
Closest support gaps   : 10; 10; 30
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.65 (<0.80) → bearish tilt; ΔCallOI 1,464 > 1,452 → bearish tilt
========================================================================",ok
BSE,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.737,16426.0,12103.0,2422.0,2390.0,2500:4743; 2600:2171; 2700:1800; 2800:1519; 2850:1353,2400:1862; 2500:1708; 2300:1579; 2100:1047; 2200:1033,50; 100; 100,100; 100; 100,"(2500, 835)","(2100, 544)",False,,Bearish,"PCR 0.74 (<0.80) → bearish tilt; ΔCallOI 2,422 > 2,390 → bearish tilt","========================================================================
Symbol: BSE | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 16,426
Total Put  OI: 12,103
PCR        : 0.74
ΔCall OI   : 2,422
ΔPut  OI   : 2,390
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2500:4743; 2600:2171; 2700:1800; 2800:1519; 2850:1353
Top-5 Supports    (PE OI): 2400:1862; 2500:1708; 2300:1579; 2100:1047; 2200:1033
Flow (ΔOI) CE hotspot: 2500 | ΔOI: 835
Flow (ΔOI) PE hotspot: 2100 | ΔOI: 544
Closest resistance gaps: 50; 100; 100
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.74 (<0.80) → bearish tilt; ΔCallOI 2,422 > 2,390 → bearish tilt
========================================================================",ok
BAJAJ-AUTO,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.746,12544.0,9355.0,2243.0,1364.0,9100:1578; 10000:1509; 9500:1356; 9000:1233; 9200:1138,9000:1252; 8000:896; 8500:857; 9200:768; 9100:750,100; 100; 300,100; 100; 500,"(10200, 569)","(8600, 209)",False,,Bearish,"PCR 0.75 (<0.80) → bearish tilt; ΔCallOI 2,243 > 1,364 → bearish tilt","========================================================================
Symbol: BAJAJ-AUTO | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 12,544
Total Put  OI: 9,355
PCR        : 0.75
ΔCall OI   : 2,243
ΔPut  OI   : 1,364
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 9100:1578; 10000:1509; 9500:1356; 9000:1233; 9200:1138
Top-5 Supports    (PE OI): 9000:1252; 8000:896; 8500:857; 9200:768; 9100:750
Flow (ΔOI) CE hotspot: 10200 | ΔOI: 569
Flow (ΔOI) PE hotspot: 8600 | ΔOI: 209
Closest resistance gaps: 100; 100; 300
Closest support gaps   : 100; 100; 500
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.75 (<0.80) → bearish tilt; ΔCallOI 2,243 > 1,364 → bearish tilt
========================================================================",ok
BAJFINANCE,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.75,16883.0,12666.0,2326.0,1841.0,1100:2303; 1180:1326; 1060:1143; 1080:992; 1050:878,1050:1175; 940:1117; 1000:987; 1070:873; 900:795,10; 20; 20,20; 40; 50,"(1060, 480)","(1050, 547)",False,,Bearish,"PCR 0.75 (<0.80) → bearish tilt; ΔCallOI 2,326 > 1,841 → bearish tilt","========================================================================
Symbol: BAJFINANCE | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 16,883
Total Put  OI: 12,666
PCR        : 0.75
ΔCall OI   : 2,326
ΔPut  OI   : 1,841
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1100:2303; 1180:1326; 1060:1143; 1080:992; 1050:878
Top-5 Supports    (PE OI): 1050:1175; 940:1117; 1000:987; 1070:873; 900:795
Flow (ΔOI) CE hotspot: 1060 | ΔOI: 480
Flow (ΔOI) PE hotspot: 1050 | ΔOI: 547
Closest resistance gaps: 10; 20; 20
Closest support gaps   : 20; 40; 50
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.75 (<0.80) → bearish tilt; ΔCallOI 2,326 > 1,841 → bearish tilt
========================================================================",ok
BAJAJFINSV,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.736,12419.0,9141.0,1103.0,923.0,2400:1721; 2200:1301; 2260:1121; 2100:867; 2300:856,1900:1438; 1880:1060; 2100:945; 2000:875; 2040:643,40; 60; 100,20; 40; 60,"(2120, 272)","(1900, 345)",False,,Bearish,"PCR 0.74 (<0.80) → bearish tilt; ΔCallOI 1,103 > 923 → bearish tilt","========================================================================
Symbol: BAJAJFINSV | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 12,419
Total Put  OI: 9,141
PCR        : 0.74
ΔCall OI   : 1,103
ΔPut  OI   : 923
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2400:1721; 2200:1301; 2260:1121; 2100:867; 2300:856
Top-5 Supports    (PE OI): 1900:1438; 1880:1060; 2100:945; 2000:875; 2040:643
Flow (ΔOI) CE hotspot: 2120 | ΔOI: 272
Flow (ΔOI) PE hotspot: 1900 | ΔOI: 345
Closest resistance gaps: 40; 60; 100
Closest support gaps   : 20; 40; 60
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.74 (<0.80) → bearish tilt; ΔCallOI 1,103 > 923 → bearish tilt
========================================================================",ok
BANDHANBNK,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.547,18683.0,10226.0,8742.0,1665.0,170:3128; 180:2550; 160:2219; 175:1886; 190:1731,160:1660; 150:1275; 170:1225; 155:1046; 165:724,5; 5; 10,5; 5; 5,"(160, 1926)","(160, 765)",False,,Bearish,"PCR 0.55 (<0.80) → bearish tilt; ΔCallOI 8,742 > 1,665 → bearish tilt","========================================================================
Symbol: BANDHANBNK | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 18,683
Total Put  OI: 10,226
PCR        : 0.55
ΔCall OI   : 8,742
ΔPut  OI   : 1,665
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 170:3128; 180:2550; 160:2219; 175:1886; 190:1731
Top-5 Supports    (PE OI): 160:1660; 150:1275; 170:1225; 155:1046; 165:724
Flow (ΔOI) CE hotspot: 160 | ΔOI: 1,926
Flow (ΔOI) PE hotspot: 160 | ΔOI: 765
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.55 (<0.80) → bearish tilt; ΔCallOI 8,742 > 1,665 → bearish tilt
========================================================================",ok
BANKINDIA,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.657,4471.0,2936.0,1132.0,359.0,140:695; 142:609; 145:503; 150:446; 154:243,140:465; 130:385; 135:289; 145:238; 120:162,2; 3; 4,5; 5; 5,"(142, 474)","(131, 56)",True,140.0,Bearish,"PCR 0.66 (<0.80) → bearish tilt; ΔCallOI 1,132 > 359 → bearish tilt","========================================================================
Symbol: BANKINDIA | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,471
Total Put  OI: 2,936
PCR        : 0.66
ΔCall OI   : 1,132
ΔPut  OI   : 359
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 140:695; 142:609; 145:503; 150:446; 154:243
Top-5 Supports    (PE OI): 140:465; 130:385; 135:289; 145:238; 120:162
Flow (ΔOI) CE hotspot: 142 | ΔOI: 474
Flow (ΔOI) PE hotspot: 131 | ΔOI: 56
Closest resistance gaps: 2; 3; 4
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
⚪ Equilibrium Zone: 140
Sentiment: Bearish
Why      : PCR 0.66 (<0.80) → bearish tilt; ΔCallOI 1,132 > 359 → bearish tilt
========================================================================",ok
BDL,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.693,6010.0,4166.0,1226.0,714.0,1600:1407; 1540:1156; 1700:665; 1560:608; 1500:442,1400:567; 1600:566; 1540:482; 1500:477; 1320:364,20; 40; 40,40; 60; 80,"(1540, 632)","(1540, 168)",False,,Bearish,"PCR 0.69 (<0.80) → bearish tilt; ΔCallOI 1,226 > 714 → bearish tilt","========================================================================
Symbol: BDL | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 6,010
Total Put  OI: 4,166
PCR        : 0.69
ΔCall OI   : 1,226
ΔPut  OI   : 714
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1600:1407; 1540:1156; 1700:665; 1560:608; 1500:442
Top-5 Supports    (PE OI): 1400:567; 1600:566; 1540:482; 1500:477; 1320:364
Flow (ΔOI) CE hotspot: 1540 | ΔOI: 632
Flow (ΔOI) PE hotspot: 1540 | ΔOI: 168
Closest resistance gaps: 20; 40; 40
Closest support gaps   : 40; 60; 80
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.69 (<0.80) → bearish tilt; ΔCallOI 1,226 > 714 → bearish tilt
========================================================================",ok
