symbol,segment,expiry,as_of,pcr,total_call_oi,total_put_oi,delta_call_oi,delta_put_oi,top5_resistances,top5_supports,res_gaps,sup_gaps,ce_hotspot,pe_hotspot,equilibrium,equilibrium_strike,sentiment,rationale,report_text,status
AMBER,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.43,17978.0,7722.0,11402.0,3841.0,8000:2138; 8500:1434; 7500:1236; 7200:1129; 8300:1083,6000:967; 7500:597; 6500:564; 7000:517; 6600:498,200; 300; 300,100; 400; 500,"(8000, 1405)","(6000, 967)",False,,Bearish,"PCR 0.43 (<0.80) → bearish tilt; ΔCallOI 11,402 > 3,841 → bearish tilt","========================================================================
Symbol: AMBER | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 17,978
Total Put  OI: 7,722
PCR        : 0.43
ΔCall OI   : 11,402
ΔPut  OI   : 3,841
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 8000:2138; 8500:1434; 7500:1236; 7200:1129; 8300:1083
Top-5 Supports    (PE OI): 6000:967; 7500:597; 6500:564; 7000:517; 6600:498
Flow (ΔOI) CE hotspot: 8000 | ΔOI: 1,405
Flow (ΔOI) PE hotspot: 6000 | ΔOI: 967
Closest resistance gaps: 200; 300; 300
Closest support gaps   : 100; 400; 500
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.43 (<0.80) → bearish tilt; ΔCallOI 11,402 > 3,841 → bearish tilt
========================================================================",ok
AMBUJACEM,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.69,14408.0,9940.0,-29.0,164.0,580:2796; 600:2514; 570:1433; 590:1148; 650:1039,560:1321; 650:1105; 570:875; 580:861; 540:815,10; 10; 10,10; 10; 20,"(570, 184)","(540, 404)",False,,Neutral,PCR 0.69 (<0.80) → bearish tilt; ΔPutOI 164 > -29 → bullish tilt,"========================================================================
Symbol: AMBUJACEM | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 14,408
Total Put  OI: 9,940
PCR        : 0.69
ΔCall OI   : -29
ΔPut  OI   : 164
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 580:2796; 600:2514; 570:1433; 590:1148; 650:1039
Top-5 Supports    (PE OI): 560:1321; 650:1105; 570:875; 580:861; 540:815
Flow (ΔOI) CE hotspot: 570 | ΔOI: 184
Flow (ΔOI) PE hotspot: 540 | ΔOI: 404
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.69 (<0.80) → bearish tilt; ΔPutOI 164 > -29 → bullish tilt
========================================================================",ok
ANGELONE,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.677,7519.0,5089.0,-140.0,692.0,2600:1539; 2700:1299; 2800:990; 2550:883; 2500:774,2500:1004; 2300:804; 2400:747; 2550:500; 2450:499,50; 50; 100,50; 50; 50,"(2800, 233)","(2600, 172)",False,,Neutral,PCR 0.68 (<0.80) → bearish tilt; ΔPutOI 692 > -140 → bullish tilt,"========================================================================
Symbol: ANGELONE | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,519
Total Put  OI: 5,089
PCR        : 0.68
ΔCall OI   : -140
ΔPut  OI   : 692
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2600:1539; 2700:1299; 2800:990; 2550:883; 2500:774
Top-5 Supports    (PE OI): 2500:1004; 2300:804; 2400:747; 2550:500; 2450:499
Flow (ΔOI) CE hotspot: 2800 | ΔOI: 233
Flow (ΔOI) PE hotspot: 2600 | ΔOI: 172
Closest resistance gaps: 50; 50; 100
Closest support gaps   : 50; 50; 50
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.68 (<0.80) → bearish tilt; ΔPutOI 692 > -140 → bullish tilt
========================================================================",ok
APOLLOHOSP,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.49,11332.0,5555.0,2502.0,443.0,8000:1946; 7800:1239; 7900:1058; 8600:838; 7700:808,7500:735; 7700:590; 7000:534; 7800:477; 7400:386,100; 100; 100,100; 100; 200,"(7800, 624)","(7400, 239)",False,,Bearish,"PCR 0.49 (<0.80) → bearish tilt; ΔCallOI 2,502 > 443 → bearish tilt","========================================================================
Symbol: APOLLOHOSP | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 11,332
Total Put  OI: 5,555
PCR        : 0.49
ΔCall OI   : 2,502
ΔPut  OI   : 443
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 8000:1946; 7800:1239; 7900:1058; 8600:838; 7700:808
Top-5 Supports    (PE OI): 7500:735; 7700:590; 7000:534; 7800:477; 7400:386
Flow (ΔOI) CE hotspot: 7800 | ΔOI: 624
Flow (ΔOI) PE hotspot: 7400 | ΔOI: 239
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 200
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.49 (<0.80) → bearish tilt; ΔCallOI 2,502 > 443 → bearish tilt
========================================================================",ok
ASHOKLEY,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.664,9679.0,6423.0,-426.0,110.0,140:2013; 145:1407; 150:1322; 142:480; 160:438,135:957; 140:829; 130:670; 125:500; 120:308,2; 3; 5,5; 5; 5,"(147, 31)","(135, 168)",False,,Neutral,PCR 0.66 (<0.80) → bearish tilt; ΔPutOI 110 > -426 → bullish tilt,"========================================================================
Symbol: ASHOKLEY | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 9,679
Total Put  OI: 6,423
PCR        : 0.66
ΔCall OI   : -426
ΔPut  OI   : 110
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 140:2013; 145:1407; 150:1322; 142:480; 160:438
Top-5 Supports    (PE OI): 135:957; 140:829; 130:670; 125:500; 120:308
Flow (ΔOI) CE hotspot: 147 | ΔOI: 31
Flow (ΔOI) PE hotspot: 135 | ΔOI: 168
Closest resistance gaps: 2; 3; 5
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.66 (<0.80) → bearish tilt; ΔPutOI 110 > -426 → bullish tilt
========================================================================",ok
ASIANPAINT,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.596,20346.0,12129.0,-752.0,-466.0,2600:3568; 2700:2191; 2800:1625; 2680:1221; 2820:1154,2600:2104; 2400:1302; 2240:1046; 2500:978; 2300:734,20; 20; 80,60; 100; 100,"(2640, 73)","(2480, 35)",True,2600.0,Neutral,PCR 0.60 (<0.80) → bearish tilt; ΔPutOI -466 > -752 → bullish tilt,"========================================================================
Symbol: ASIANPAINT | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 20,346
Total Put  OI: 12,129
PCR        : 0.60
ΔCall OI   : -752
ΔPut  OI   : -466
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2600:3568; 2700:2191; 2800:1625; 2680:1221; 2820:1154
Top-5 Supports    (PE OI): 2600:2104; 2400:1302; 2240:1046; 2500:978; 2300:734
Flow (ΔOI) CE hotspot: 2640 | ΔOI: 73
Flow (ΔOI) PE hotspot: 2480 | ΔOI: 35
Closest resistance gaps: 20; 20; 80
Closest support gaps   : 60; 100; 100
------------------------------------------------------------------------
⚪ Equilibrium Zone: 2600
Sentiment: Neutral
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔPutOI -466 > -752 → bullish tilt
========================================================================",ok
ASTRAL,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.661,7230.0,4776.0,-522.0,-1288.0,1600:1423; 1560:830; 1580:774; 1640:711; 1500:529,1400:822; 1500:533; 1540:498; 1560:497; 1460:415,20; 20; 40,20; 40; 40,"(1600, 118)","(1620, 12)",False,,Bearish,"PCR 0.66 (<0.80) → bearish tilt; ΔCallOI -522 > -1,288 → bearish tilt","========================================================================
Symbol: ASTRAL | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,230
Total Put  OI: 4,776
PCR        : 0.66
ΔCall OI   : -522
ΔPut  OI   : -1,288
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1600:1423; 1560:830; 1580:774; 1640:711; 1500:529
Top-5 Supports    (PE OI): 1400:822; 1500:533; 1540:498; 1560:497; 1460:415
Flow (ΔOI) CE hotspot: 1600 | ΔOI: 118
Flow (ΔOI) PE hotspot: 1620 | ΔOI: 12
Closest resistance gaps: 20; 20; 40
Closest support gaps   : 20; 40; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.66 (<0.80) → bearish tilt; ΔCallOI -522 > -1,288 → bearish tilt
========================================================================",ok
AUROPHARMA,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.641,10027.0,6429.0,53.0,-199.0,1160:1907; 1200:1522; 1140:1156; 1260:1096; 1100:1044,1100:1275; 1060:948; 1000:732; 1040:524; 1080:512,20; 40; 40,20; 20; 20,"(1160, 173)","(1060, 68)",False,,Bearish,PCR 0.64 (<0.80) → bearish tilt; ΔCallOI 53 > -199 → bearish tilt,"========================================================================
Symbol: AUROPHARMA | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 10,027
Total Put  OI: 6,429
PCR        : 0.64
ΔCall OI   : 53
ΔPut  OI   : -199
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1160:1907; 1200:1522; 1140:1156; 1260:1096; 1100:1044
Top-5 Supports    (PE OI): 1100:1275; 1060:948; 1000:732; 1040:524; 1080:512
Flow (ΔOI) CE hotspot: 1160 | ΔOI: 173
Flow (ΔOI) PE hotspot: 1060 | ΔOI: 68
Closest resistance gaps: 20; 40; 40
Closest support gaps   : 20; 20; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.64 (<0.80) → bearish tilt; ΔCallOI 53 > -199 → bearish tilt
========================================================================",ok
DMART,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.416,16436.0,6831.0,4325.0,1668.0,4200:3235; 4300:2124; 4000:2084; 4500:1533; 4400:1206,4000:1420; 4200:970; 4100:739; 3800:639; 3900:520,100; 100; 100,100; 100; 100,"(4000, 1962)","(4000, 717)",False,,Bearish,"PCR 0.42 (<0.80) → bearish tilt; ΔCallOI 4,325 > 1,668 → bearish tilt","========================================================================
Symbol: DMART | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 16,436
Total Put  OI: 6,831
PCR        : 0.42
ΔCall OI   : 4,325
ΔPut  OI   : 1,668
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 4200:3235; 4300:2124; 4000:2084; 4500:1533; 4400:1206
Top-5 Supports    (PE OI): 4000:1420; 4200:970; 4100:739; 3800:639; 3900:520
Flow (ΔOI) CE hotspot: 4000 | ΔOI: 1,962
Flow (ΔOI) PE hotspot: 4000 | ΔOI: 717
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.42 (<0.80) → bearish tilt; ΔCallOI 4,325 > 1,668 → bearish tilt
========================================================================",ok
AXISBANK,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.601,21065.0,12658.0,-241.0,227.0,1300:2556; 1250:2318; 1260:2080; 1350:1857; 1240:1736,1140:1627; 1230:1370; 1200:1140; 1220:997; 1100:809,10; 10; 40,10; 20; 40,"(1230, 325)","(1220, 194)",False,,Neutral,PCR 0.60 (<0.80) → bearish tilt; ΔPutOI 227 > -241 → bullish tilt,"========================================================================
Symbol: AXISBANK | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 21,065
Total Put  OI: 12,658
PCR        : 0.60
ΔCall OI   : -241
ΔPut  OI   : 227
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1300:2556; 1250:2318; 1260:2080; 1350:1857; 1240:1736
Top-5 Supports    (PE OI): 1140:1627; 1230:1370; 1200:1140; 1220:997; 1100:809
Flow (ΔOI) CE hotspot: 1230 | ΔOI: 325
Flow (ΔOI) PE hotspot: 1220 | ΔOI: 194
Closest resistance gaps: 10; 10; 40
Closest support gaps   : 10; 20; 40
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔPutOI 227 > -241 → bullish tilt
========================================================================",ok
BSE,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.928,19157.0,17782.0,1516.0,5057.0,2700:3782; 2800:3049; 2600:2250; 2500:2203; 2850:1898,2500:2689; 2400:2043; 2600:1635; 2650:1400; 2200:1253,50; 100; 100,50; 100; 100,"(2700, 1685)","(2650, 1314)",False,,Bullish,"PCR 0.93 (~neutral); ΔPutOI 5,057 > 1,516 → bullish tilt","========================================================================
Symbol: BSE | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 19,157
Total Put  OI: 17,782
PCR        : 0.93
ΔCall OI   : 1,516
ΔPut  OI   : 5,057
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2700:3782; 2800:3049; 2600:2250; 2500:2203; 2850:1898
Top-5 Supports    (PE OI): 2500:2689; 2400:2043; 2600:1635; 2650:1400; 2200:1253
Flow (ΔOI) CE hotspot: 2700 | ΔOI: 1,685
Flow (ΔOI) PE hotspot: 2650 | ΔOI: 1,314
Closest resistance gaps: 50; 100; 100
Closest support gaps   : 50; 100; 100
------------------------------------------------------------------------
Sentiment: Bullish
Why      : PCR 0.93 (~neutral); ΔPutOI 5,057 > 1,516 → bullish tilt
========================================================================",ok
