date,portfolio_value,cash,positions_value
2020-03-27,100000.0,100000.0,0.0
2020-03-30,100000.0,100000.0,0.0
2020-03-31,100000.0,100000.0,0.0
2020-04-01,100000.0,100000.0,0.0
2020-04-03,100000.0,100000.0,0.0
2020-04-07,100000.0,100000.0,0.0
2020-04-08,100000.0,100000.0,0.0
2020-04-09,100000.0,100000.0,0.0
2020-04-13,100000.0,100000.0,0.0
2020-04-15,100000.0,100000.0,0.0
2020-04-16,100000.0,100000.0,0.0
2020-04-17,100000.0,100000.0,0.0
2020-04-20,100000.0,100000.0,0.0
2020-04-21,100000.0,100000.0,0.0
2020-04-22,100000.0,100000.0,0.0
2020-04-23,100000.0,100000.0,0.0
2020-04-24,100000.0,100000.0,0.0
2020-04-27,100000.0,100000.0,0.0
2020-04-28,100000.0,100000.0,0.0
2020-04-29,100000.0,100000.0,0.0
2020-04-30,100000.0,100000.0,0.0
2020-05-04,100000.0,100000.0,0.0
2020-05-05,100000.0,100000.0,0.0
2020-05-06,100000.0,100000.0,0.0
2020-05-07,100000.0,100000.0,0.0
2020-05-08,100000.0,100000.0,0.0
2020-05-11,100000.0,100000.0,0.0
2020-05-12,100000.0,100000.0,0.0
2020-05-13,100000.0,100000.0,0.0
2020-05-14,100000.0,100000.0,0.0
2020-05-15,100000.0,100000.0,0.0
2020-05-18,100000.0,100000.0,0.0
2020-05-19,100000.0,100000.0,0.0
2020-05-20,100000.0,100000.0,0.0
2020-05-21,100000.0,100000.0,0.0
2020-05-22,100000.0,100000.0,0.0
2020-05-26,100000.0,100000.0,0.0
2020-05-27,100000.0,100000.0,0.0
2020-05-28,100000.0,100000.0,0.0
2020-05-29,100000.0,100000.0,0.0
2020-06-01,100000.0,100000.0,0.0
2020-06-02,100000.0,100000.0,0.0
2020-06-03,100000.0,100000.0,0.0
2020-06-04,100000.0,100000.0,0.0
2020-06-05,100000.0,100000.0,0.0
2020-06-08,100000.0,100000.0,0.0
2020-06-09,100000.0,100000.0,0.0
2020-06-10,100000.0,100000.0,0.0
2020-06-11,100000.0,100000.0,0.0
2020-06-12,100000.0,100000.0,0.0
2020-06-15,100000.0,100000.0,0.0
2020-06-16,100000.0,100000.0,0.0
2020-06-17,100000.0,100000.0,0.0
2020-06-18,100000.0,100000.0,0.0
2020-06-19,100000.0,100000.0,0.0
2020-06-22,100000.0,100000.0,0.0
2020-06-23,100000.0,100000.0,0.0
2020-06-24,100000.0,100000.0,0.0
2020-06-25,100000.0,100000.0,0.0
2020-06-26,100000.0,100000.0,0.0
2020-06-29,100000.0,100000.0,0.0
2020-06-30,100000.0,100000.0,0.0
2020-07-01,100000.0,100000.0,0.0
2020-07-02,100000.0,100000.0,0.0
2020-07-03,100000.0,100000.0,0.0
2020-07-06,100000.0,100000.0,0.0
2020-07-07,100000.0,100000.0,0.0
2020-07-08,100000.0,100000.0,0.0
2020-07-09,100000.0,100000.0,0.0
2020-07-10,100000.0,100000.0,0.0
2020-07-13,100000.0,100000.0,0.0
2020-07-14,100000.0,100000.0,0.0
2020-07-15,100000.0,100000.0,0.0
2020-07-16,100000.0,100000.0,0.0
2020-07-17,100000.0,100000.0,0.0
2020-07-20,100000.0,100000.0,0.0
2020-07-21,100000.0,100000.0,0.0
2020-07-22,100000.0,100000.0,0.0
2020-07-23,100000.0,100000.0,0.0
2020-07-24,100000.0,100000.0,0.0
2020-07-27,100000.0,100000.0,0.0
2020-07-28,100000.0,100000.0,0.0
2020-07-29,100000.0,100000.0,0.0
2020-07-30,100000.0,100000.0,0.0
2020-07-31,100000.0,100000.0,0.0
2020-08-03,100000.0,100000.0,0.0
2020-08-04,100000.0,100000.0,0.0
2020-08-05,100000.0,100000.0,0.0
2020-08-06,100000.0,100000.0,0.0
2020-08-07,100000.0,100000.0,0.0
2020-08-10,100000.0,100000.0,0.0
2020-08-11,100000.0,100000.0,0.0
2020-08-12,100000.0,100000.0,0.0
2020-08-13,100000.0,100000.0,0.0
2020-08-14,100000.0,100000.0,0.0
2020-08-17,100000.0,100000.0,0.0
2020-08-18,100000.0,100000.0,0.0
2020-08-19,100000.0,100000.0,0.0
2020-08-20,100000.0,100000.0,0.0
2020-08-21,100000.0,100000.0,0.0
2020-08-24,100000.0,100000.0,0.0
2020-08-25,100000.0,100000.0,0.0
2020-08-26,100000.0,100000.0,0.0
2020-08-27,100000.0,100000.0,0.0
2020-08-28,100000.0,100000.0,0.0
2020-08-31,100000.0,100000.0,0.0
2020-09-01,100000.0,100000.0,0.0
2020-09-02,100000.0,100000.0,0.0
2020-09-03,100000.0,100000.0,0.0
2020-09-04,100000.0,100000.0,0.0
2020-09-07,100000.0,100000.0,0.0
2020-09-08,100000.0,100000.0,0.0
2020-09-09,100000.0,100000.0,0.0
2020-09-10,100000.0,100000.0,0.0
2020-09-11,100000.0,100000.0,0.0
2020-09-14,100000.0,100000.0,0.0
2020-09-15,100000.0,100000.0,0.0
2020-09-16,100000.0,100000.0,0.0
2020-09-17,100000.0,100000.0,0.0
2020-09-18,100000.0,100000.0,0.0
2020-09-21,100000.0,100000.0,0.0
2020-09-22,100000.0,100000.0,0.0
2020-09-23,100000.0,100000.0,0.0
2020-09-24,100000.0,100000.0,0.0
2020-09-25,100000.0,100000.0,0.0
2020-09-28,100000.0,100000.0,0.0
2020-09-29,100000.0,100000.0,0.0
2020-09-30,100000.0,100000.0,0.0
2020-10-01,100000.0,100000.0,0.0
2020-10-05,100000.0,100000.0,0.0
2020-10-06,100000.0,100000.0,0.0
2020-10-07,100000.0,100000.0,0.0
2020-10-08,100000.0,100000.0,0.0
2020-10-09,100000.0,100000.0,0.0
2020-10-12,100000.0,100000.0,0.0
2020-10-13,100000.0,100000.0,0.0
2020-10-14,100000.0,100000.0,0.0
2020-10-15,100000.0,100000.0,0.0
2020-10-16,100000.0,100000.0,0.0
2020-10-19,100000.0,100000.0,0.0
2020-10-20,100000.0,100000.0,0.0
2020-10-21,100375.82436453247,83.10955130004731,100292.71481323242
2020-10-22,100375.82436453247,83.10955130004731,100292.71481323242
2020-10-23,100525.65563284302,83.10955130004731,100442.54608154297
2020-10-26,97578.8041008606,83.10955130004731,97495.69454956055
2020-10-27,97379.02376638794,83.10955130004731,97295.91421508789
2020-10-28,97528.86299978638,83.10955130004731,97445.75344848633
2020-10-29,96879.55700003052,83.10955130004731,96796.44744873047
2020-10-30,95381.15670095825,83.10955130004731,95298.0471496582
2020-11-02,92184.58373342895,83.10955130004731,92101.4741821289
2020-11-03,94183.2951380005,94183.2951380005,0.0
2020-11-04,94183.2951380005,94183.2951380005,0.0
2020-11-05,94183.2951380005,94183.2951380005,0.0
2020-11-06,96987.339552063,1176.8151380005002,95810.5244140625
2020-11-09,97550.593458313,1176.8151380005002,96373.7783203125
2020-11-10,98933.612989563,1176.8151380005002,97756.7978515625
2020-11-11,101995.2174817505,1176.8151380005002,100818.40234375
2020-11-12,99033.991895813,1176.8151380005002,97857.1767578125
2020-11-13,99510.8053723755,1176.8151380005002,98333.990234375
2020-11-14,99915.1100598755,1176.8151380005002,98738.294921875
2020-11-17,101370.624708313,1176.8151380005002,100193.8095703125
2020-11-18,103263.919630188,1176.8151380005002,102087.1044921875
2020-11-19,103026.9108411255,1176.8151380005002,101850.095703125
2020-11-20,106543.0163098755,1176.8151380005002,105366.201171875
2020-11-23,107014.2584973755,1176.8151380005002,105837.443359375
2020-11-24,108522.751661438,1176.8151380005002,107345.9365234375
2020-11-25,105040.0944348755,1176.8151380005002,103863.279296875
2020-11-26,106526.288770813,1176.8151380005002,105349.4736328125
2020-11-27,107530.0983411255,1176.8151380005002,106353.283203125
2020-12-01,105787.3717786255,1176.8151380005002,104610.556640625
2020-12-02,102349.339552063,1176.8151380005002,101172.5244140625
2020-12-03,102728.556348938,1176.8151380005002,101551.7412109375
2020-12-04,104136.663770813,1176.8151380005002,102959.8486328125
2020-12-07,103076.64247100832,103076.64247100832,0.0
2020-12-08,96291.93600610354,275.9122023926029,96016.02380371094
2020-12-09,94500.92721704104,275.9122023926029,94225.01501464844
2020-12-10,84890.58731225588,275.9122023926029,84614.67510986328
2020-12-11,84751.44587812808,84751.44587812808,0.0
2020-12-14,78590.35054304508,1376.53096296695,77213.81958007812
2020-12-15,76939.07857038883,1376.53096296695,75562.54760742188
2020-12-16,77717.4953184357,1376.53096296695,76340.96435546875
2020-12-17,76784.38130476383,1376.53096296695,75407.85034179688
2020-12-18,77375.4933653107,1376.53096296695,75998.96240234375
2020-12-21,76479.85737898258,1376.53096296695,75103.32641601562
2020-12-22,76644.31294538883,1376.53096296695,75267.78198242188
2020-12-23,78577.3195371857,1376.53096296695,77200.78857421875
2020-12-24,79616.2794981232,1376.53096296695,78239.74853515625
2020-12-28,79181.4796934357,1376.53096296695,77804.94873046875
2020-12-29,79031.65303327945,1376.53096296695,77655.1220703125
2020-12-30,79757.96284773258,1376.53096296695,78381.43188476562
2020-12-31,79393.17158796695,1376.53096296695,78016.640625
2021-01-01,79137.50752546695,1376.53096296695,77760.9765625
2021-01-04,80406.07808210758,1376.53096296695,79029.54711914062
2021-01-05,81189.37398054508,1376.53096296695,79812.84301757812
2021-01-06,80106.44185163883,1376.53096296695,78729.91088867188
2021-01-07,78528.4767637482,1376.53096296695,77151.94580078125
2021-01-08,79256.38447859195,1376.53096296695,77879.853515625
2021-01-11,80490.78389265445,1376.53096296695,79114.2529296875
2021-01-12,78758.07026960758,1376.53096296695,77381.53930664062
2021-01-13,84367.26825422673,84367.26825422673,0.0
2021-01-14,84367.26825422673,84367.26825422673,0.0
2021-01-15,84367.26825422673,84367.26825422673,0.0
2021-01-18,84367.26825422673,84367.26825422673,0.0
2021-01-19,84367.26825422673,84367.26825422673,0.0
2021-01-20,84367.26825422673,84367.26825422673,0.0
2021-01-21,84367.26825422673,84367.26825422673,0.0
2021-01-22,84367.26825422673,84367.26825422673,0.0
2021-01-25,84367.26825422673,84367.26825422673,0.0
2021-01-27,81111.27912117008,67.08795906070736,81044.19116210938
2021-01-28,81125.47931648258,67.08795906070736,81058.39135742188
2021-01-29,78669.16168952946,67.08795906070736,78602.07373046875
2021-02-01,82296.84186531071,67.08795906070736,82229.75390625
2021-02-02,85164.91095710758,67.08795906070736,85097.82299804688
2021-02-03,86513.75788093571,67.08795906070736,86446.669921875
2021-02-04,85342.39533210758,67.08795906070736,85275.30737304688
2021-02-05,82573.70954109196,67.08795906070736,82506.62158203125
2021-02-08,84873.84308601383,67.08795906070736,84806.75512695312
2021-02-09,85108.11017585758,67.08795906070736,85041.02221679688
2021-02-10,83865.76471687321,67.08795906070736,83798.6767578125
2021-02-11,84987.43561531071,67.08795906070736,84920.34765625
2021-02-12,83304.92926765446,67.08795906070736,83237.84130859375
2021-02-15,84362.70832038883,67.08795906070736,84295.62036132812
2021-02-16,84398.19977546696,67.08795906070736,84331.11181640625
2021-02-17,84384.00861335758,67.08795906070736,84316.92065429688
2021-02-18,83702.48053718571,67.08795906070736,83635.392578125
2021-02-19,82609.21002937321,67.08795906070736,82542.1220703125
2021-02-22,81040.28717781071,67.08795906070736,80973.19921875
2021-02-23,80365.86823249821,67.08795906070736,80298.7802734375
2021-02-24,81416.55622077946,67.08795906070736,81349.46826171875
2021-02-25,82296.84186531071,67.08795906070736,82229.75390625
2021-02-26,80841.78050666813,80841.78050666813,0.0
2021-03-01,80841.78050666813,80841.78050666813,0.0
2021-03-02,80841.78050666813,80841.78050666813,0.0
2021-03-03,80841.78050666813,80841.78050666813,0.0
2021-03-04,80841.78050666813,80841.78050666813,0.0
2021-03-05,80841.78050666813,80841.78050666813,0.0
2021-03-08,80841.78050666813,80841.78050666813,0.0
2021-03-09,80841.78050666813,80841.78050666813,0.0
2021-03-10,80841.78050666813,80841.78050666813,0.0
2021-03-12,80841.78050666813,80841.78050666813,0.0
2021-03-15,80841.78050666813,80841.78050666813,0.0
2021-03-16,80841.78050666813,80841.78050666813,0.0
2021-03-17,79119.36626661687,621.0372260895238,78498.32904052734
2021-03-18,79733.92278517156,621.0372260895238,79112.88555908203
2021-03-19,80271.67266310124,621.0372260895238,79650.63543701172
2021-03-22,79710.28997267156,621.0372260895238,79089.25274658203
2021-03-23,79787.11138380437,621.0372260895238,79166.07415771484
2021-03-24,77470.68218458562,621.0372260895238,76849.6449584961
2021-03-25,76318.39055860906,621.0372260895238,75697.35333251953
2021-03-26,75296.0941718903,621.0372260895238,74675.05694580078
2021-03-30,78004.17334846502,78004.17334846502,0.0
2021-03-31,78004.17334846502,78004.17334846502,0.0
2021-04-01,78004.17334846502,78004.17334846502,0.0
2021-04-05,78004.17334846502,78004.17334846502,0.0
2021-04-06,78004.17334846502,78004.17334846502,0.0
2021-04-07,78004.17334846502,78004.17334846502,0.0
2021-04-08,78004.17334846502,78004.17334846502,0.0
2021-04-09,75632.71632698065,195.28834846502286,75437.42797851562
2021-04-12,71116.74098518377,195.28834846502286,70921.45263671875
2021-04-13,71581.30031135565,195.28834846502286,71386.01196289062
2021-04-15,71430.04359748846,195.28834846502286,71234.75524902344
2021-04-16,71484.07008674627,195.28834846502286,71288.78173828125
2021-04-19,69696.03969123846,195.28834846502286,69500.75134277344
2021-04-20,72319.20834846502,72319.20834846502,0.0
2021-04-22,72319.20834846502,72319.20834846502,0.0
2021-04-23,72319.20834846502,72319.20834846502,0.0
2021-04-26,72319.20834846502,72319.20834846502,0.0
2021-04-27,61037.57287972646,1.7695044823194621,61035.80337524414
2021-04-28,60873.26230996328,1.7695044823194621,60871.49280548096
2021-04-29,62058.32014077382,1.7695044823194621,62056.550636291504
2021-04-30,60544.62311928945,1.7695044823194621,60542.85361480713
2021-05-03,62884.88218301015,1.7695044823194621,62883.11267852783
2021-05-04,62093.176906520894,1.7695044823194621,62091.407402038574
2021-05-05,63049.1972655602,1.7695044823194621,63047.42776107788
2021-05-06,62137.98888009267,1.7695044823194621,62136.21937561035
2021-05-07,65180.311222011616,1.7695044823194621,65178.5417175293
2021-05-10,64348.78511422353,1.7695044823194621,64347.01560974121
2021-05-11,64806.87359612661,1.7695044823194621,64805.10409164429
2021-05-12,66728.86500924306,1.7695044823194621,66727.09550476074
2021-05-14,67157.08786767202,1.7695044823194621,67155.3183631897
2021-05-17,68327.21739953237,1.7695044823194621,68325.44789505005
2021-05-18,68730.52967446523,1.7695044823194621,68728.76016998291
2021-05-19,69283.23324578481,1.7695044823194621,69281.46374130249
2021-05-20,68078.25597375112,1.7695044823194621,68076.4864692688
2021-05-21,68650.86544793325,1.7695044823194621,68649.09594345093
2021-05-24,68202.73217385488,1.7695044823194621,68200.96266937256
2021-05-25,67933.84228127675,1.7695044823194621,67932.07277679443
2021-05-26,67386.13436501699,1.7695044823194621,67384.36486053467
2021-05-27,79223.13900448233,79223.13900448233,0.0
2021-05-28,79223.13900448233,79223.13900448233,0.0
2021-05-31,79223.13900448233,79223.13900448233,0.0
2021-06-01,76518.38771932609,115.60500448233506,76402.78271484375
2021-06-02,76752.04641073234,115.60500448233506,76636.44140625
2021-06-03,77751.62575643546,115.60500448233506,77636.02075195312
2021-06-04,77771.10671346671,115.60500448233506,77655.50170898438
2021-06-07,77641.27394979484,115.60500448233506,77525.6689453125
2021-06-08,77758.11135213859,115.60500448233506,77642.50634765625
2021-06-09,80964.54152791984,115.60500448233506,80848.9365234375
2021-06-10,79932.51809041984,115.60500448233506,79816.9130859375
2021-06-11,86514.15700643546,115.60500448233506,86398.55200195312
2021-06-14,87682.49074666984,115.60500448233506,87566.8857421875
2021-06-15,88136.84499471671,115.60500448233506,88021.23999023438
2021-06-16,87727.93019979484,115.60500448233506,87612.3251953125
2021-06-17,86929.56545370109,115.60500448233506,86813.96044921875
2021-06-18,84910.94191854484,115.60500448233506,84795.3369140625
2021-06-21,87721.42849081046,115.60500448233506,87605.82348632812
2021-06-22,86241.54445760734,115.60500448233506,86125.939453125
2021-06-23,86741.33010213859,115.60500448233506,86625.72509765625
2021-06-24,85884.55471151359,115.60500448233506,85768.94970703125
2021-06-25,86053.30910604484,115.60500448233506,85937.7041015625
2021-06-28,86085.76125448234,115.60500448233506,85970.15625
2021-06-29,85598.96291463859,115.60500448233506,85483.35791015625
2021-06-30,86715.35549276359,115.60500448233506,86599.75048828125
2021-07-01,88583.94709395988,88583.94709395988,0.0
2021-07-02,82765.78359786615,2756.054593959896,80009.72900390625
2021-07-05,82849.9315470849,2756.054593959896,80093.876953125
2021-07-06,82393.1639689599,2756.054593959896,79637.109375
2021-07-07,82709.21133224115,2756.054593959896,79953.15673828125
2021-07-08,82674.58242599115,2756.054593959896,79918.52783203125
2021-07-09,82196.58926192865,2756.054593959896,79440.53466796875
2021-07-12,83672.94668380365,2756.054593959896,80916.89208984375
2021-07-13,85947.57070724115,2756.054593959896,83191.51611328125
2021-07-14,86860.40273849115,2756.054593959896,84104.34814453125
2021-07-15,85869.7948283349,2756.054593959896,83113.740234375
2021-07-16,87892.70742599115,2756.054593959896,85136.65283203125
2021-07-19,88784.29922286615,2756.054593959896,86028.24462890625
2021-07-20,87684.11367599115,2756.054593959896,84928.05908203125
2021-07-22,88773.69375411615,2756.054593959896,86017.63916015625
2021-07-23,88749.6629923974,2756.054593959896,85993.6083984375
2021-07-26,88848.63516036615,2756.054593959896,86092.58056640625
2021-07-27,87030.0829142724,2756.054593959896,84274.0283203125
2021-07-28,86928.9647502099,2756.054593959896,84172.91015625
2021-07-29,86669.48965255365,2756.054593959896,83913.43505859375
2021-07-30,87522.8856486474,2756.054593959896,84766.8310546875
2021-08-02,92527.3964689599,92527.3964689599,0.0
2021-08-03,92527.3964689599,92527.3964689599,0.0
2021-08-04,92527.3964689599,92527.3964689599,0.0
2021-08-05,92527.3964689599,92527.3964689599,0.0
2021-08-06,92527.3964689599,92527.3964689599,0.0
2021-08-09,92527.3964689599,92527.3964689599,0.0
2021-08-10,94632.31951583491,81.19646895991173,94551.123046875
2021-08-11,95215.75701583491,81.19646895991173,95134.560546875
2021-08-12,94188.81365645991,81.19646895991173,94107.6171875
2021-08-13,94119.82928145991,81.19646895991173,94038.6328125
2021-08-16,95221.66521895991,81.19646895991173,95140.46875
2021-08-17,97232.17303145991,81.19646895991173,97150.9765625
2021-08-18,96441.76287520991,81.19646895991173,96360.56640625
2021-08-20,99593.54998458491,81.19646895991173,99512.353515625
2021-08-23,101194.05779708491,81.19646895991173,101112.861328125
2021-08-24,98736.12810958491,81.19646895991173,98654.931640625
2021-08-25,97939.79998458491,81.19646895991173,97858.603515625
2021-08-26,99146.09881270991,81.19646895991173,99064.90234375
2021-08-27,97054.76092208491,81.19646895991173,96973.564453125
2021-08-30,97898.41326583491,81.19646895991173,97817.216796875
2021-08-31,101604.04803145991,81.19646895991173,101522.8515625
2021-09-01,99936.50896895991,81.19646895991173,99855.3125
2021-09-02,98229.54607833491,81.19646895991173,98148.349609375
2021-09-03,100068.57928145991,81.19646895991173,99987.3828125
2021-09-06,98613.91131270991,81.19646895991173,98532.71484375
2021-09-07,98598.14959395991,81.19646895991173,98516.953125
2021-09-08,100058.72576583491,81.19646895991173,99977.529296875
2021-09-09,100956.72956466304,100956.72956466304,0.0
2021-09-13,100956.72956466304,100956.72956466304,0.0
2021-09-14,100956.72956466304,100956.72956466304,0.0
2021-09-15,100956.72956466304,100956.72956466304,0.0
2021-09-16,100956.72956466304,100956.72956466304,0.0
2021-09-17,94568.57099673091,79.41462466059602,94489.15637207031
2021-09-20,94414.65620180903,79.41462466059602,94335.24157714844
2021-09-21,97013.45576235591,79.41462466059602,96934.04113769531
2021-09-22,95915.32917544185,79.41462466059602,95835.91455078125
2021-09-23,96545.7915777856,79.41462466059602,96466.376953125
2021-09-24,98306.93574282466,79.41462466059602,98227.52111816406
2021-09-27,101796.66889712153,79.41462466059602,101717.25427246094
2021-09-28,99479.04865786372,79.41462466059602,99399.63403320312
2021-09-29,98688.75910708247,79.41462466059602,98609.34448242188
2021-09-30,98268.45332094966,79.41462466059602,98189.03869628906
2021-10-01,99049.86689516841,79.41462466059602,98970.45227050781
2021-10-04,100026.64130923091,79.41462466059602,99947.22668457031
2021-10-05,99994.0786871606,79.41462466059602,99914.6640625
2021-10-06,101894.34187075435,79.41462466059602,101814.92724609375
2021-10-07,107814.15656801997,79.41462466059602,107734.74194335938
2021-10-08,113890.84968325435,79.41462466059602,113811.43505859375
2021-10-11,120411.52778384028,79.41462466059602,120332.11315917969
2021-10-12,121787.89240786372,79.41462466059602,121708.47778320312
2021-10-13,120035.6167730981,79.41462466059602,119956.2021484375
2021-10-14,122486.42878481685,79.41462466059602,122407.01416015625
2021-10-18,120692.3279996606,120692.3279996606,0.0
2021-10-19,120692.3279996606,120692.3279996606,0.0
2021-10-20,102887.25242191707,129.2212558404135,102758.03116607666
2021-10-21,102580.86206394588,129.2212558404135,102451.64080810547
2021-10-22,99823.28239017879,129.2212558404135,99694.06113433838
2021-10-25,101202.06225925838,129.2212558404135,101072.84100341797
2021-10-26,113737.88850584043,113737.88850584043,0.0
2021-10-27,113737.88850584043,113737.88850584043,0.0
2021-10-28,113737.88850584043,113737.88850584043,0.0
2021-10-29,113737.88850584043,113737.88850584043,0.0
2021-11-01,113737.88850584043,113737.88850584043,0.0
2021-11-02,108376.2596296884,155.1236891366425,108221.13594055176
2021-11-03,107552.6781630136,155.1236891366425,107397.55447387695
2021-11-04,107470.31366106047,155.1236891366425,107315.18997192383
2021-11-08,109776.38353105559,155.1236891366425,109621.25984191895
2021-11-09,111341.23643632903,155.1236891366425,111186.11274719238
2021-11-10,110270.55238481535,155.1236891366425,110115.42869567871
2021-11-11,108019.37402483,155.1236891366425,107864.25033569336
2021-11-12,109144.96774431242,155.1236891366425,108989.84405517578
2021-11-15,102638.51709123625,155.1236891366425,102483.39340209961
2021-11-16,100634.41407915129,155.1236891366425,100479.29039001465
2021-11-17,98493.05505510344,155.1236891366425,98337.9313659668
2021-11-18,106606.87118913665,106606.87118913665,0.0
2021-11-22,106606.87118913665,106606.87118913665,0.0
2021-11-23,106606.87118913665,106606.87118913665,0.0
2021-11-24,106606.87118913665,106606.87118913665,0.0
2021-11-25,106606.87118913665,106606.87118913665,0.0
2021-11-26,105053.90912198274,49.31505154816841,105004.59407043457
2021-11-29,105733.93146084993,49.31505154816841,105684.61640930176
2021-11-30,102086.45376919954,49.31505154816841,102037.13871765137
2021-12-01,102797.39436673372,49.31505154816841,102748.07931518555
2021-12-02,105270.26718472688,49.31505154816841,105220.95213317871
2021-12-03,102086.45376919954,49.31505154816841,102037.13871765137
2021-12-06,102457.37323331086,49.31505154816841,102408.0581817627
2021-12-07,101715.51437710969,49.31505154816841,101666.19932556152
2021-12-08,109288.70419644563,49.31505154816841,109239.38914489746
2021-12-09,110092.39956998079,49.31505154816841,110043.08451843262
2021-12-10,113492.59097623079,49.31505154816841,113443.27592468262
2021-12-13,116923.71060513704,49.31505154816841,116874.39555358887
2021-12-14,117325.54832791536,49.31505154816841,117276.23327636719
2021-12-15,111730.6587557718,49.31505154816841,111681.34370422363
2021-12-16,106104.87085293977,49.31505154816841,106055.5558013916
2021-12-17,103168.3237948343,49.31505154816841,103119.00874328613
2021-12-20,95131.46969937532,49.31505154816841,95082.15464782715
2021-12-21,101801.10971794526,101801.10971794526,0.0
2021-12-22,101801.10971794526,101801.10971794526,0.0
2021-12-23,101801.10971794526,101801.10971794526,0.0
2021-12-24,101801.10971794526,101801.10971794526,0.0
2021-12-27,101801.10971794526,101801.10971794526,0.0
2021-12-28,101801.10971794526,101801.10971794526,0.0
2021-12-29,101801.10971794526,101801.10971794526,0.0
2021-12-30,101801.10971794526,101801.10971794526,0.0
2021-12-31,101801.10971794526,101801.10971794526,0.0
2022-01-03,102546.64270748918,10.142707489183522,102536.5
2022-01-04,100953.84422650163,10.142707489183522,100943.70151901245
2022-01-05,97768.23966946428,10.142707489183522,97758.0969619751
2022-01-06,106329.54574551409,10.142707489183522,106319.4030380249
2022-01-07,105732.23966946428,10.142707489183522,105722.0969619751
2022-01-10,118673.73966946428,10.142707489183522,118663.5969619751
2022-01-11,119470.14270748918,10.142707489183522,119460.0
2022-01-12,115488.14270748918,10.142707489183522,115478.0
2022-01-13,114492.64270748918,10.142707489183522,114482.5
2022-01-14,119669.23966946428,10.142707489183522,119659.0969619751
2022-01-17,135398.1427074892,10.142707489183522,135388.0
2022-01-18,127633.23966946428,10.142707489183522,127623.0969619751
2022-01-19,128429.64270748918,10.142707489183522,128419.5
2022-01-20,129624.23966946428,10.142707489183522,129614.0969619751
2022-01-21,125642.23966946428,10.142707489183522,125632.0969619751
2022-01-24,115089.94118847673,10.142707489183522,115079.79848098755
2022-01-25,118275.54574551409,10.142707489183522,118265.4030380249
2022-01-27,116027.40353923624,116027.40353923624,0.0
2022-01-28,116027.40353923624,116027.40353923624,0.0
2022-01-31,116027.40353923624,116027.40353923624,0.0
2022-02-01,116027.40353923624,116027.40353923624,0.0
2022-02-02,116027.40353923624,116027.40353923624,0.0
2022-02-03,111626.93937221356,641.9915572721511,110984.9478149414
2022-02-04,114510.02905727216,114510.02905727216,0.0
2022-02-07,114510.02905727216,114510.02905727216,0.0
2022-02-08,114510.02905727216,114510.02905727216,0.0
2022-02-09,114510.02905727216,114510.02905727216,0.0
2022-02-10,110998.66332393477,233.41552120039705,110765.24780273438
