ticker,signal_date,entry_date,entry_price,fast_sma,slow_sma,atr,notes
LINDEINDIA.NS,2023-01-25,2023-01-27,3360.050049,3297.507012,3294.573254,70.51069,Entry at next open
LINDEINDIA.NS,2025-06-23,2025-06-24,6930.0,6835.473008,6828.390762,220.785714,Entry at next open
LODHA.NS,2023-01-20,2023-01-23,564.724976,520.755502,519.783124,18.760716,Entry at next open
LODHA.NS,2023-06-14,2023-06-15,653.0,500.509002,499.441002,36.139291,Entry at next open
LODHA.NS,2025-01-01,2025-01-02,1374.0,1286.815999,1284.235251,57.317871,Entry at next open
LODHA.NS,2025-05-26,2025-05-27,1442.0,1249.528997,1244.1925,54.442871,Entry at next open
LUPIN.NS,2022-11-23,2022-11-24,720.200012,694.745002,694.59475,21.275003,Entry at next open
LUPIN.NS,2023-05-30,2023-05-31,806.150024,708.595001,707.40425,16.964286,Entry at next open
MMTC.NS,2022-02-28,2022-03-02,45.400002,48.1,48.08825,2.971428,Entry at next open
MMTC.NS,2023-08-14,2023-08-16,38.549999,33.773,33.676,2.017858,Entry at next open
MMTC.NS,2025-07-16,2025-07-17,69.110001,68.3738,68.2213,1.856428,Entry at next open
MRF.NS,2020-11-17,2020-11-18,74095.453125,62411.078281,62379.717637,2227.34375,Entry at next open
MRF.NS,2022-07-18,2022-07-19,80500.0,72665.584844,72656.533379,1509.821987,Entry at next open
MRF.NS,2023-05-17,2023-05-18,97872.25,87661.257969,87585.711719,2228.268415,Entry at next open
MRF.NS,2025-05-27,2025-05-28,144800.0,125574.065625,125161.642891,2419.642857,Entry at next open
MGL.NS,2020-12-29,2020-12-30,1095.0,939.050997,936.987251,35.057142,Entry at next open
MGL.NS,2022-09-07,2022-09-08,884.0,812.03,810.181498,21.907148,Entry at next open
MGL.NS,2025-07-08,2025-07-09,1512.400024,1397.038,1392.724751,42.58572,Entry at next open
MAHSEAMLES.NS,2020-12-01,2020-12-02,139.5,114.737,114.728125,4.416072,Entry at next open
MAHSEAMLES.NS,2023-05-11,2023-05-12,428.700012,372.109999,371.28725,15.296424,Entry at next open
MAHSEAMLES.NS,2025-01-24,2025-01-27,641.700012,688.267998,687.861,23.91071,Entry at next open
MAHSEAMLES.NS,2025-04-16,2025-04-17,690.0,653.993999,653.059999,32.732147,Entry at next open
M&MFIN.NS,2020-11-23,2020-11-24,160.0,132.285001,131.509513,7.042858,Entry at next open
M&MFIN.NS,2021-11-01,2021-11-02,190.800003,175.626,174.9495,8.47857,Entry at next open
M&MFIN.NS,2022-05-17,2022-05-18,176.800003,165.396,165.2155,8.103573,Entry at next open
M&MFIN.NS,2024-07-10,2024-07-11,300.799988,281.015999,280.450999,8.510716,Entry at next open
M&M.NS,2021-10-21,2021-10-22,904.0,803.415,802.30475,32.400003,Entry at next open
M&M.NS,2022-05-17,2022-05-18,910.0,834.162993,833.488747,26.014291,Entry at next open
M&M.NS,2023-06-19,2023-06-20,1402.599976,1278.206001,1276.4245,26.814279,Entry at next open
M&M.NS,2025-06-13,2025-06-16,3001.0,2924.344004,2918.85401,65.228533,Entry at next open
MANAPPURAM.NS,2021-07-14,2021-07-15,186.75,163.809001,163.679001,5.035714,Entry at next open
MANAPPURAM.NS,2022-12-02,2022-12-05,120.900002,105.454,105.22625,3.039285,Entry at next open
MANAPPURAM.NS,2025-02-14,2025-02-17,185.0,188.372401,188.2303,9.181429,Entry at next open
MRPL.NS,2021-01-01,2021-01-04,36.299999,31.18,31.09825,1.646429,Entry at next open
MRPL.NS,2022-04-25,2022-04-26,67.0,46.232,45.9665,4.696429,Entry at next open
MRPL.NS,2023-06-06,2023-06-07,65.300003,59.375,59.26675,2.132142,Entry at next open
MRPL.NS,2025-07-17,2025-07-18,148.160004,141.4116,140.91535,4.769287,Entry at next open
MANKIND.NS,2025-09-02,2025-09-03,2539.800049,2511.596001,2506.507491,59.535732,Entry at next open
MARICO.NS,2022-09-05,2022-09-06,520.0,509.731,508.930998,10.085713,Entry at next open
MARICO.NS,2023-06-08,2023-06-09,545.450012,509.800001,509.666251,9.789285,Entry at next open
MARICO.NS,2024-06-04,2024-06-05,621.450012,542.917996,541.448,15.671435,Entry at next open
MARICO.NS,2025-05-08,2025-05-09,712.0,657.624999,656.685751,19.371438,Entry at next open
MARUTI.NS,2021-07-23,2021-07-26,7307.0,7211.026006,7206.266997,120.949951,Entry at next open
MARUTI.NS,2021-11-03,2021-11-04,7774.700195,7171.01,7159.55375,209.203613,Entry at next open
MARUTI.NS,2022-05-23,2022-05-24,7919.0,7550.221992,7548.060261,247.146415,Entry at next open
MARUTI.NS,2023-06-01,2023-06-02,9389.0,8781.835059,8775.507253,129.946638,Entry at next open
MARUTI.NS,2025-03-05,2025-03-06,11701.0,12121.461992,12113.670962,231.303711,Entry at next open
MARUTI.NS,2025-05-23,2025-05-26,12455.0,11978.579004,11966.997476,267.857143,Entry at next open
MASTEK.NS,2023-06-01,2023-06-02,2070.0,1724.668992,1724.439998,67.978577,Entry at next open
MFSL.NS,2023-07-11,2023-07-12,821.599976,709.196002,707.192251,29.178576,Entry at next open
MFSL.NS,2025-05-06,2025-05-07,1261.0,1131.914003,1129.899003,27.964312,Entry at next open
MAXHEALTH.NS,2022-09-12,2022-09-13,424.399994,374.402001,373.998251,12.928571,Entry at next open
MAZDOCK.NS,2022-04-22,2022-04-25,161.449997,131.626499,131.281125,10.23393,Entry at next open
MAZDOCK.NS,2022-08-26,2022-08-29,172.475006,136.6955,136.4375,8.094642,Entry at next open
METROPOLIS.NS,2023-07-28,2023-07-31,1376.599976,1376.097996,1372.43175,40.517831,Entry at next open
METROPOLIS.NS,2025-08-11,2025-08-12,2060.899902,1845.688003,1842.210253,65.87854,Entry at next open
MINDACORP.NS,2020-12-07,2020-12-08,85.75,71.832,71.60925,3.539286,Entry at next open
MINDACORP.NS,2023-01-31,2023-02-01,215.399994,214.335001,214.2145,11.157142,Entry at next open
MINDACORP.NS,2023-04-21,2023-04-24,266.0,216.102,215.40475,11.957146,Entry at next open
MINDACORP.NS,2025-07-22,2025-07-23,518.0,524.063,522.9555,13.010718,Entry at next open
MSUMI.NS,2023-07-03,2023-07-04,38.400002,37.268666,37.217238,0.92619,Entry at next open
MSUMI.NS,2025-07-07,2025-07-08,41.666664,39.189333,39.095133,0.868572,Entry at next open
MOTILALOFS.NS,2020-12-28,2020-12-29,606.150024,598.229999,597.267751,19.532144,Entry at next open
MOTILALOFS.NS,2021-03-16,2021-03-17,662.650024,625.244999,625.170001,23.921426,Entry at next open
MOTILALOFS.NS,2021-05-04,2021-05-05,654.0,630.387002,630.215001,21.28928,Entry at next open
MOTILALOFS.NS,2023-07-13,2023-07-14,762.549988,669.501002,667.600751,21.814283,Entry at next open
MOTILALOFS.NS,2024-09-11,2024-09-12,759.299988,633.834998,630.955999,34.707145,Entry at next open
MOTILALOFS.NS,2025-07-02,2025-07-03,858.200012,785.893995,785.200747,23.285719,Entry at next open
MPHASIS.NS,2023-07-31,2023-08-01,2295.0,1980.665007,1977.658255,87.246434,Entry at next open
MPHASIS.NS,2024-07-22,2024-07-23,2925.75,2459.462002,2454.900752,82.453561,Entry at next open
MPHASIS.NS,2025-07-30,2025-07-31,2791.399902,2714.415996,2712.266747,84.807164,Entry at next open
MCX.NS,2021-09-16,2021-09-17,1652.900024,1577.807993,1576.408494,55.210702,Entry at next open
MCX.NS,2022-11-15,2022-11-16,1540.75,1345.393003,1344.052997,47.157139,Entry at next open
MCX.NS,2023-06-28,2023-06-30,1478.099976,1458.711001,1457.701249,55.582145,Entry at next open
MCX.NS,2025-05-30,2025-06-02,6610.0,5829.537998,5811.447998,180.178571,Entry at next open
MUTHOOTFIN.NS,2023-06-05,2023-06-06,1126.699951,1044.660999,1042.5855,26.950003,Entry at next open
NATCOPHARM.NS,2021-05-24,2021-05-25,1094.0,884.431003,882.758501,36.396436,Entry at next open
NATCOPHARM.NS,2023-05-30,2023-05-31,623.549988,585.111,583.079999,17.489284,Entry at next open
NBCC.NS,2022-12-07,2022-12-08,27.333332,23.252666,23.166166,1.180952,Entry at next open
NBCC.NS,2025-06-05,2025-06-06,127.040001,99.6078,99.103134,4.334286,Entry at next open
NCC.NS,2020-10-21,2020-10-22,33.599998,33.594,33.5325,1.235715,Entry at next open
NCC.NS,2022-09-22,2022-09-23,73.150002,65.833,65.83225,2.014286,Entry at next open
NHPC.NS,2020-12-08,2020-12-09,22.25,20.582,20.55225,0.542857,Entry at next open
NHPC.NS,2022-04-22,2022-04-25,35.349998,29.43,29.4085,1.571429,Entry at next open
NHPC.NS,2025-05-29,2025-05-30,87.010002,84.39,84.37865,2.443572,Entry at next open
NLCINDIA.NS,2021-05-31,2021-06-01,60.400002,52.55,52.50025,3.925,Entry at next open
NLCINDIA.NS,2021-10-05,2021-10-06,63.549999,55.436,55.4275,2.357143,Entry at next open
NLCINDIA.NS,2022-08-26,2022-08-29,74.150002,68.146,68.06225,3.114286,Entry at next open
NMDC.NS,2020-11-23,2020-11-24,23.981644,22.00444,21.987017,0.828121,Entry at next open
NMDC.NS,2022-04-08,2022-04-11,44.70937,39.141323,38.999701,1.300287,Entry at next open
NMDC.NS,2022-11-23,2022-11-24,39.533333,34.433401,34.316622,1.136905,Entry at next open
NMDC.NS,2023-09-06,2023-09-07,47.333332,38.497,38.368,1.375,Entry at next open
NMDC.NS,2025-07-17,2025-07-18,69.82,69.8928,69.830083,1.387856,Entry at next open
NTPC.NS,2020-12-22,2020-12-23,99.050003,91.721,91.37725,3.442857,Entry at next open
NH.NS,2024-09-13,2024-09-16,1314.150024,1255.471995,1255.08575,39.885699,Entry at next open
NH.NS,2024-10-25,2024-10-28,1244.849976,1261.820994,1261.795248,29.839286,Entry at next open
NH.NS,2024-11-11,2024-11-12,1295.0,1262.423997,1262.198248,39.789272,Entry at next open
NH.NS,2024-12-10,2024-12-11,1287.5,1258.147996,1257.966997,33.392857,Entry at next open
NATIONALUM.NS,2020-12-02,2020-12-03,42.200001,32.873,32.801,1.782142,Entry at next open
NATIONALUM.NS,2023-02-07,2023-02-08,76.699997,80.166,79.953,2.357144,Entry at next open
NAVA.NS,2025-06-06,2025-06-09,524.549988,476.936002,476.636126,18.871429,Entry at next open
NAVINFLUOR.NS,2022-08-16,2022-08-17,4420.0,3876.779009,3870.011501,114.339286,Entry at next open
NAVINFLUOR.NS,2023-04-21,2023-04-24,4760.0,4265.573027,4257.668746,94.746443,Entry at next open
NAVINFLUOR.NS,2024-07-19,2024-07-22,3508.199951,3478.748018,3473.256005,86.410679,Entry at next open
NAVINFLUOR.NS,2024-11-05,2024-11-06,3375.600098,3343.343994,3341.184502,126.88569,Entry at next open
NESTLEIND.NS,2020-12-01,2020-12-02,870.907471,824.22035,823.829861,22.386257,Entry at next open
NESTLEIND.NS,2021-05-28,2021-05-31,875.450012,847.510355,846.990164,15.643389,Entry at next open
NESTLEIND.NS,2022-08-19,2022-08-22,970.049988,915.670248,914.930664,19.105355,Entry at next open
NESTLEIND.NS,2023-05-05,2023-05-08,1102.5,975.380199,975.200388,22.361254,Entry at next open
NESTLEIND.NS,2025-05-30,2025-06-02,1200.0,1169.495996,1167.742995,24.800005,Entry at next open
NETWEB.NS,2025-09-01,2025-09-02,2245.199951,2010.810012,1998.730004,96.121408,Entry at next open
NETWORK18.NS,2023-07-17,2023-07-18,65.449997,62.391,62.24875,1.803571,Entry at next open
NETWORK18.NS,2025-08-25,2025-08-26,55.200001,56.9932,56.82825,1.970715,Entry at next open
NEULANDLAB.NS,2022-10-12,2022-10-13,1545.949951,1254.333005,1248.89725,103.614293,Entry at next open
NEULANDLAB.NS,2025-09-01,2025-09-02,13455.0,13102.9,13089.81626,455.142857,Entry at next open
NEWGEN.NS,2023-02-03,2023-02-06,223.0,189.3935,189.175125,9.575,Entry at next open
NAM-INDIA.NS,2020-12-09,2020-12-10,302.0,280.572002,280.155751,8.914285,Entry at next open
NAM-INDIA.NS,2023-07-07,2023-07-10,286.5,248.642,247.786499,9.942855,Entry at next open
NAM-INDIA.NS,2025-06-09,2025-06-10,809.0,661.008999,658.29,24.032148,Entry at next open
NUVAMA.NS,2025-06-09,2025-06-10,7615.5,6347.13,6344.296006,221.535714,Entry at next open
OBEROIRLTY.NS,2020-11-02,2020-11-03,436.549988,405.305001,403.804751,26.989286,Entry at next open
OBEROIRLTY.NS,2022-09-06,2022-09-07,1020.0,889.012998,884.088,34.360713,Entry at next open
OBEROIRLTY.NS,2023-06-01,2023-06-02,943.950012,904.240002,902.82275,28.621438,Entry at next open
ONGC.NS,2020-12-21,2020-12-22,89.050003,77.096,76.69225,4.942858,Entry at next open
ONGC.NS,2023-01-16,2023-01-17,148.300003,143.177,143.13425,2.878574,Entry at next open
OIL.NS,2020-12-14,2020-12-15,76.73333,61.844666,61.510166,2.773809,Entry at next open
OIL.NS,2023-01-23,2023-01-24,160.933334,140.509334,140.028,3.930951,Entry at next open
OIL.NS,2025-07-22,2025-07-23,451.399994,441.536002,440.975999,9.414285,Entry at next open
OLECTRA.NS,2020-12-14,2020-12-15,101.400002,68.197,67.907,9.35,Entry at next open
OLECTRA.NS,2023-04-20,2023-04-21,695.0,565.364001,564.875,28.196433,Entry at next open
OLECTRA.NS,2025-08-22,2025-08-25,1565.0,1315.214004,1314.776,63.500017,Entry at next open
PAYTM.NS,2023-05-11,2023-05-12,699.0,634.579999,632.692249,22.971431,Entry at next open
PAYTM.NS,2024-09-10,2024-09-11,656.5,514.222998,508.659249,42.107156,Entry at next open
OFSS.NS,2023-03-09,2023-03-10,3219.949951,3111.63,3108.01351,50.357091,Entry at next open
POLICYBZR.NS,2023-03-20,2023-03-21,587.0,497.376,496.1745,27.653586,Entry at next open
POLICYBZR.NS,2025-06-23,2025-06-24,1912.0,1739.142002,1737.690002,63.771432,Entry at next open
PCBL.NS,2022-08-16,2022-08-17,129.199997,111.897,111.569125,5.282143,Entry at next open
PCBL.NS,2023-06-14,2023-06-15,160.850006,128.899,128.3945,3.928569,Entry at next open
PGEL.NS,2024-05-30,2024-05-31,255.600006,199.090099,198.433199,11.718572,Entry at next open
PIIND.NS,2022-08-05,2022-08-08,3259.800049,2772.301016,2767.162001,91.028582,Entry at next open
PIIND.NS,2023-06-06,2023-06-07,3599.699951,3248.818003,3244.056996,103.578596,Entry at next open
PIIND.NS,2024-04-08,2024-04-09,4022.550049,3608.109985,3607.344246,103.824986,Entry at next open
PIIND.NS,2025-07-03,2025-07-04,4249.899902,3867.48999,3865.582496,88.671334,Entry at next open
PNBHOUSING.NS,2022-10-21,2022-10-24,356.681702,319.692474,318.524654,14.145159,Entry at next open
PNBHOUSING.NS,2024-05-31,2024-06-03,749.950012,737.922998,737.879999,25.253579,Entry at next open
PNBHOUSING.NS,2025-05-12,2025-05-13,1070.800049,907.102003,905.326751,43.350002,Entry at next open
PNCINFRA.NS,2022-09-20,2022-09-21,279.399994,263.095999,262.620749,10.253575,Entry at next open
PNCINFRA.NS,2025-07-24,2025-07-25,310.950012,302.327001,301.95225,7.70357,Entry at next open
PTCIL.NS,2025-05-20,2025-05-21,14230.0,13319.235039,13318.641758,768.5,Entry at next open
PVRINOX.NS,2024-09-03,2024-09-04,1503.0,1471.885996,1471.472252,37.02499,Entry at next open
PAGEIND.NS,2020-11-05,2020-11-06,21100.0,19858.454023,19849.354268,574.68192,Entry at next open
PAGEIND.NS,2023-09-29,2023-10-03,39000.050781,39526.550703,39481.852422,902.939453,Entry at next open
PAGEIND.NS,2024-07-09,2024-07-10,39417.601562,37230.692734,37152.065703,920.51423,Entry at next open
PAGEIND.NS,2025-05-23,2025-05-26,47730.0,44121.722812,44110.070293,1219.642857,Entry at next open
PATANJALI.NS,2020-12-08,2020-12-09,687.0,579.536995,579.157249,33.978581,Entry at next open
PATANJALI.NS,2021-04-08,2021-04-09,707.0,687.757999,687.294749,29.692858,Entry at next open
PATANJALI.NS,2022-05-19,2022-05-20,1192.0,962.069001,957.88275,88.874987,Entry at next open
PATANJALI.NS,2023-07-25,2023-07-26,1306.0,1126.604,1121.702502,40.324995,Entry at next open
PATANJALI.NS,2024-07-01,2024-07-02,1749.650024,1450.288,1449.02225,57.585711,Entry at next open
PERSISTENT.NS,2022-12-13,2022-12-14,2055.550049,1889.241501,1882.478003,69.094648,Entry at next open
PERSISTENT.NS,2025-07-01,2025-07-02,6039.5,5688.09,5684.725498,147.964286,Entry at next open
PETRONET.NS,2020-12-11,2020-12-14,263.649994,238.856,238.112,8.75715,Entry at next open
PETRONET.NS,2021-11-17,2021-11-18,226.699997,232.842,232.82725,4.560715,Entry at next open
PETRONET.NS,2022-07-15,2022-07-18,230.0,217.81,217.602751,6.471428,Entry at next open
PETRONET.NS,2023-01-05,2023-01-06,221.0,212.132001,212.048,3.917858,Entry at next open
PETRONET.NS,2024-02-05,2024-02-06,276.950012,225.894001,225.22075,10.167851,Entry at next open
PFIZER.NS,2021-05-18,2021-05-19,5274.899902,4893.413994,4887.612249,164.560686,Entry at next open
PFIZER.NS,2022-11-07,2022-11-09,4470.0,4310.969004,4309.643762,68.321429,Entry at next open
PFIZER.NS,2023-10-04,2023-10-05,3927.050049,3890.023999,3887.627494,52.599976,Entry at next open
PFIZER.NS,2025-06-25,2025-06-26,5588.0,4982.457979,4952.589742,168.214286,Entry at next open
PHOENIXLTD.NS,2020-12-09,2020-12-10,376.299988,306.881999,304.822249,15.710717,Entry at next open
PHOENIXLTD.NS,2023-06-06,2023-06-07,766.75,699.890498,698.542,25.724997,Entry at next open
PIDILITIND.NS,2022-08-29,2022-08-30,2715.5,2387.030005,2378.627754,55.146432,Entry at next open
PIDILITIND.NS,2023-06-23,2023-06-26,2650.0,2545.678999,2542.901743,50.042847,Entry at next open
PIDILITIND.NS,2024-01-02,2024-01-03,2749.0,2521.133022,2516.701509,53.621443,Entry at next open
PIDILITIND.NS,2025-06-12,2025-06-13,2980.0,3012.762012,3009.460001,49.107143,Entry at next open
PEL.NS,2023-07-10,2023-07-11,944.450012,810.523994,809.991497,44.192858,Entry at next open
PEL.NS,2024-08-07,2024-08-08,979.75,911.015997,908.492501,41.528578,Entry at next open
PEL.NS,2025-06-11,2025-06-12,1174.099976,1049.111993,1048.442747,29.2357,Entry at next open
PPLPHARMA.NS,2023-08-24,2023-08-25,99.849998,96.080711,95.636267,3.217857,Entry at next open
POLYMED.NS,2022-10-06,2022-10-07,954.549988,819.553,818.583499,38.29643,Entry at next open
POLYCAB.NS,2022-09-27,2022-09-28,2494.899902,2421.440996,2415.592997,66.667847,Entry at next open
POLYCAB.NS,2024-04-24,2024-04-25,5610.0,4929.587988,4918.151243,132.582136,Entry at next open
POLYCAB.NS,2025-07-17,2025-07-18,6992.0,6257.72,6245.944253,139.25,Entry at next open
POONAWALLA.NS,2023-05-15,2023-05-16,331.5,300.322001,300.20375,9.271432,Entry at next open
POONAWALLA.NS,2025-05-20,2025-05-21,394.5,353.179998,351.16875,13.103574,Entry at next open
PFC.NS,2020-11-27,2020-12-01,87.040001,74.0328,73.7568,2.451429,Entry at next open
PFC.NS,2022-09-16,2022-09-19,91.279999,92.275201,92.1868,2.317144,Entry at next open
PFC.NS,2022-11-29,2022-11-30,108.0,90.6992,90.5708,2.951427,Entry at next open
POWERGRID.NS,2020-11-24,2020-11-25,109.406281,96.691524,96.497039,3.075671,Entry at next open
POWERGRID.NS,2023-03-20,2023-03-21,170.4375,163.87725,163.787813,3.618749,Entry at next open
PRAJIND.NS,2020-11-04,2020-11-05,73.949997,72.804001,72.78325,3.021429,Entry at next open
PRAJIND.NS,2022-08-12,2022-08-16,387.0,366.032,365.5605,12.671426,Entry at next open
PRAJIND.NS,2023-07-10,2023-07-11,412.0,374.374999,373.29675,11.882141,Entry at next open
PRAJIND.NS,2024-06-19,2024-06-20,687.5,542.948003,541.46925,40.489291,Entry at next open
PREMIERENE.NS,2025-07-24,2025-07-25,1101.0,1057.475996,1057.403498,36.178589,Entry at next open
PRESTIGE.NS,2022-09-23,2022-09-26,429.700012,453.588,453.562751,15.285719,Entry at next open
PRESTIGE.NS,2022-09-28,2022-09-29,434.0,453.429,453.243251,16.175003,Entry at next open
PRESTIGE.NS,2023-05-24,2023-05-25,492.0,450.003001,448.92275,16.442856,Entry at next open
PRESTIGE.NS,2025-07-02,2025-07-03,1605.599976,1513.835996,1513.642753,54.085754,Entry at next open
PNB.NS,2021-01-04,2021-01-05,35.0,32.313,32.15025,1.910714,Entry at next open
PNB.NS,2021-10-19,2021-10-20,43.900002,38.701,38.69025,1.775,Entry at next open
PNB.NS,2022-09-28,2022-09-29,35.25,35.231,35.15875,1.589285,Entry at next open
PNB.NS,2025-06-17,2025-06-18,105.879997,101.5014,101.3515,2.678571,Entry at next open
RRKABEL.NS,2025-07-09,2025-07-10,1344.5,1319.018002,1312.906002,45.207162,Entry at next open
RBLBANK.NS,2020-11-20,2020-11-23,215.0,182.857,181.81225,9.335715,Entry at next open
RBLBANK.NS,2022-10-21,2022-10-24,131.399994,118.985,118.9615,4.614285,Entry at next open
RBLBANK.NS,2025-05-20,2025-05-21,208.229996,182.3484,182.2166,7.592855,Entry at next open
RECLTD.NS,2020-11-26,2020-11-27,91.949997,78.496499,78.194437,3.171428,Entry at next open
RECLTD.NS,2022-08-29,2022-08-30,108.0,96.804,96.69975,2.025891,Entry at next open
RHIM.NS,2023-09-27,2023-09-28,733.950012,699.898997,699.692998,29.060717,Entry at next open
RHIM.NS,2025-08-11,2025-08-12,490.049988,485.609998,484.505251,23.110724,Entry at next open
RITES.NS,2020-12-11,2020-12-14,132.574997,123.8435,123.71025,3.642858,Entry at next open
RITES.NS,2021-06-29,2021-06-30,138.824997,126.4925,126.32,4.507141,Entry at next open
RITES.NS,2022-09-07,2022-09-08,150.550003,130.615501,130.057625,4.508929,Entry at next open
RITES.NS,2025-07-04,2025-07-07,284.0,269.1054,269.002725,9.20357,Entry at next open
RADICO.NS,2022-09-12,2022-09-13,1135.25,959.875995,958.041749,40.135742,Entry at next open
RVNL.NS,2021-10-22,2021-10-25,44.0,30.274,30.24625,2.021429,Entry at next open
RVNL.NS,2022-10-11,2022-10-12,37.0,33.032,32.9995,1.632142,Entry at next open
RAILTEL.NS,2022-10-10,2022-10-11,114.0,102.093,102.0675,4.064286,Entry at next open
RAILTEL.NS,2023-06-14,2023-06-15,131.5,116.998,116.80875,4.371429,Entry at next open
RAILTEL.NS,2025-06-30,2025-07-01,430.600006,380.093999,379.65375,17.317856,Entry at next open
RAINBOW.NS,2024-10-03,2024-10-04,1401.5,1265.656995,1262.954,61.910714,Entry at next open
RAINBOW.NS,2025-07-18,2025-07-21,1533.900024,1449.819993,1449.815497,48.171448,Entry at next open
RKFORGE.NS,2022-09-07,2022-09-08,209.699997,178.808,178.0418,8.378571,Entry at next open
RCF.NS,2022-04-04,2022-04-05,102.25,78.532,78.47375,4.571429,Entry at next open
RCF.NS,2023-08-04,2023-08-07,112.599998,110.828,110.799,2.714287,Entry at next open
RCF.NS,2025-07-16,2025-07-17,157.699997,154.097602,153.782201,3.190715,Entry at next open
RTNINDIA.NS,2021-05-04,2021-05-05,11.75,6.796,6.79175,0.417857,Entry at next open
RTNINDIA.NS,2022-09-19,2022-09-20,52.349998,47.703,47.5465,2.592857,Entry at next open
RTNINDIA.NS,2023-08-18,2023-08-21,50.349998,42.118,42.0985,3.75,Entry at next open
RTNINDIA.NS,2025-07-22,2025-07-23,60.580002,56.123,56.0914,2.452142,Entry at next open
RAYMOND.NS,2020-12-07,2020-12-08,343.649994,290.329003,288.191751,12.964284,Entry at next open
RAYMOND.NS,2024-04-23,2024-04-24,2079.800049,1812.936001,1812.497999,67.489284,Entry at next open
REDINGTON.NS,2022-10-12,2022-10-13,135.600006,145.124,144.83675,5.02857,Entry at next open
REDINGTON.NS,2024-01-18,2024-01-19,177.75,168.776999,168.326999,4.314285,Entry at next open
REDINGTON.NS,2025-01-22,2025-01-23,218.0,203.132599,202.60845,9.725715,Entry at next open
RELIANCE.NS,2021-06-25,2021-06-28,979.302673,948.30417,947.361443,23.991403,Entry at next open
RELIANCE.NS,2022-12-13,2022-12-14,1217.275024,1175.175188,1174.650574,25.128662,Entry at next open
RELIANCE.NS,2023-06-26,2023-06-27,1152.157471,1136.561489,1136.555607,14.03949,Entry at next open
RELIANCE.NS,2025-05-29,2025-05-30,1418.0,1330.507996,1327.967,25.371434,Entry at next open
RPOWER.NS,2022-09-08,2022-09-09,21.200001,13.908,13.80925,1.703571,Entry at next open
RPOWER.NS,2023-07-13,2023-07-14,15.25,13.752,13.74,0.825,Entry at next open
ROUTE.NS,2023-06-01,2023-06-02,1465.0,1328.355005,1324.993004,60.096427,Entry at next open
ROUTE.NS,2024-07-19,2024-07-22,1705.0,1587.365999,1582.90025,70.285697,Entry at next open
SBFC.NS,2024-10-03,2024-10-04,89.5,85.6046,85.5779,4.870714,Entry at next open
SBFC.NS,2025-04-02,2025-04-03,92.690002,85.9026,85.89135,3.183571,Entry at next open
SBICARD.NS,2022-08-26,2022-08-29,887.950012,859.000002,857.005251,30.546435,Entry at next open
SBICARD.NS,2023-06-08,2023-06-09,915.150024,820.274001,818.96225,15.54643,Entry at next open
SBICARD.NS,2024-09-12,2024-09-13,808.0,731.173003,729.6995,18.503579,Entry at next open
SBICARD.NS,2025-02-03,2025-02-04,834.0,726.885,726.319251,27.757141,Entry at next open
SBILIFE.NS,2022-08-04,2022-08-05,1285.199951,1145.627998,1142.685748,35.817862,Entry at next open
SBILIFE.NS,2023-07-05,2023-07-06,1298.0,1213.830002,1210.802005,25.492859,Entry at next open
SBILIFE.NS,2025-05-22,2025-05-23,1765.0,1603.195002,1601.49475,34.728577,Entry at next open
SJVN.NS,2020-11-26,2020-11-27,24.299999,22.147,22.1305,0.503572,Entry at next open
SJVN.NS,2022-09-12,2022-09-13,31.700001,28.731,28.703,0.839286,Entry at next open
SJVN.NS,2023-05-11,2023-05-12,36.799999,33.226,33.1945,1.460715,Entry at next open
SKFINDIA.NS,2020-12-17,2020-12-18,1688.25,1542.789001,1539.524248,40.328578,Entry at next open
SKFINDIA.NS,2022-07-29,2022-08-01,4320.0,3576.641001,3563.565504,120.1107,Entry at next open
SKFINDIA.NS,2023-07-05,2023-07-06,5078.899902,4543.081973,4540.158009,89.450126,Entry at next open
SKFINDIA.NS,2024-05-30,2024-05-31,5981.350098,4843.667998,4823.525757,302.689383,Entry at next open
SKFINDIA.NS,2025-07-04,2025-07-07,4970.0,4493.903979,4487.814,125.878557,Entry at next open
SRF.NS,2022-09-09,2022-09-12,2658.800049,2385.290986,2381.774745,81.007167,Entry at next open
SRF.NS,2023-05-12,2023-05-15,2554.0,2401.283999,2399.037747,42.450003,Entry at next open
SRF.NS,2024-01-03,2024-01-04,2509.0,2359.55501,2357.900758,57.296404,Entry at next open
SRF.NS,2024-08-06,2024-08-07,2507.0,2393.186006,2392.38026,79.307129,Entry at next open
SRF.NS,2025-02-01,2025-02-03,2875.0,2405.093989,2404.279999,91.235718,Entry at next open
SAMMAANCAP.NS,2020-12-18,2020-12-21,180.951309,151.642546,150.786816,8.805617,Entry at next open
SAMMAANCAP.NS,2021-06-04,2021-06-07,234.880142,173.846967,173.450745,11.011796,Entry at next open
SAMMAANCAP.NS,2021-12-02,2021-12-03,228.997009,206.224771,206.133182,12.705429,Entry at next open
SAMMAANCAP.NS,2022-12-09,2022-12-12,125.685394,116.184112,116.124166,4.51105,Entry at next open
SAMMAANCAP.NS,2023-08-04,2023-08-07,148.86142,109.183167,108.704716,5.78764,Entry at next open
MOTHERSON.NS,2022-01-17,2022-01-18,85.044441,62.587017,62.523375,4.059137,Entry at next open
MOTHERSON.NS,2023-03-09,2023-03-10,54.700001,51.788,51.705999,1.500001,Entry at next open
