ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,rsi,macd,macd_sig,bb_up,bb_lo,ema_fast,ema_slow,ema_htf,trend_strength,close,high_52w,volar,mvo_weight,alloc_inr,adx
LINDEINDIA.NS,BUY,2011-01-06,320.3318176269531,105,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=97.7%; VOLAR rank 1/2 (VOLAR=1.26); MVO weight=80.1% of capped cash (25% of available)",33634.84085083008,63.53821183532074,0.0,77.66034523666838,7.8061296803644495,4.421031186559296,336.7221304320866,278.0992929077571,320.7319777778667,305.1701439233727,269.4537994238423,0.04699185784473015,331.16021728515625,339.11669921875,1.2633366372784622,0.8006492927171531,33725.5983556936,15.563023346080385
SARDAEN.NS,BUY,2011-01-06,25.230506896972656,332,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=86.3%; VOLAR rank 2/2 (VOLAR=0.60); MVO weight=19.9% of capped cash (25% of available)",8376.528289794922,19.830643332430235,0.0,64.70590782072803,0.3279943250948172,0.12172178943954828,26.51386345972572,21.85236788640465,25.118912401845463,24.196248283063085,21.886900127074163,0.03674743204234712,25.108261108398438,29.095136642456055,0.6025135226680105,0.19935070728284673,8397.212046398268,14.801632649179613
COROMANDEL.NS,BUY,2011-01-07,221.64453125,92,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=87.3%; VOLAR rank 1/3 (VOLAR=2.27); MVO weight=43.6% of capped cash (25% of available)",20391.296875,47.812748257156244,0.0,33.98873183472293,-0.02759264350655144,0.9884665112132001,251.36530357958088,219.42328589795818,233.86862867172078,233.7549737262821,200.35722967534093,0.0004973795808190544,228.50746154785156,261.82501220703125,2.266653494786594,0.4358164332385616,20509.449533316885,31.743659169117926
ELGIEQUIP.NS,BUY,2011-01-07,41.61171340942383,344,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.3%; VOLAR rank 3/3 (VOLAR=1.89); MVO weight=30.5% of capped cash (25% of available)",14314.429412841797,33.888066078538145,0.0,56.4748131823471,-0.16170104425000176,-0.16274391047779754,43.69145287863283,41.062360292753894,42.30608314207373,41.58668145239301,33.47461368262674,0.016883385011168643,42.61003875732422,46.68272399902344,1.891681604503554,0.3045339516613327,14331.317583338496,16.01731782212761
LINDEINDIA.NS,SELL,2011-01-07,313.0814977635693,105,stop,32873.55726517478,81.30322554823593,-906.125023038858,67.78650733970693,7.359211502833375,5.0086672498141125,337.9486513033729,279.34446698275985,320.6592213867915,305.7647193627288,269.96004836118675,0.04649710457862889,320.3318176269531,339.11669921875,,,,14.853154241147573
NATCOPHARM.NS,BUY,2011-01-07,53.562191009521484,228,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.1%; VOLAR rank 2/3 (VOLAR=2.02); MVO weight=26.0% of capped cash (25% of available)",12212.179550170898,28.911187140151885,0.0,40.66263148555198,-0.011075772031354347,0.016909894882797136,57.88203109100761,52.95302025481758,55.56242100988425,54.520043070422744,43.72135417251856,0.018943412811950673,55.02587890625,61.749996185302734,2.024842528321675,0.2596496151001057,12219.068100917091,19.512229215749063
TITAN.NS,SELL,2011-01-07,160.38204510163067,118,stop,18925.08132199242,65.56458887387393,-1132.116118546598,64.05600424345938,0.3145706907305623,-0.8668654773740079,171.53365832257225,152.71852521014262,165.88146670345265,163.8977026700677,136.68727297917252,0.011939632477624723,166.14950561523438,192.4849395751953,,,,22.85320466878888
UBL.NS,SELL,2011-01-07,465.3348583510112,22,stop,10237.366883722247,46.30039875216701,-357.589244669503,61.85775269216011,20.978764752348184,19.298293810951918,528.0968113158168,375.5504359986363,475.5020278533144,432.3783254056817,341.02514153504836,0.09102209839999449,473.77178955078125,499.2755432128906,,,,26.56428275341711
COROMANDEL.NS,SELL,2011-01-10,217.73767252673935,92,stop,20031.86587246002,67.98117784728527,-475.22492864442177,28.25927182431643,-1.0201514291190108,0.5867429231467579,249.13368623567325,222.6996740548541,231.64606550413518,233.2800544134867,200.56904362135745,-0.007372114710597127,221.64453125,261.82501220703125,,,,32.87245889600382
ELGIEQUIP.NS,SELL,2011-01-10,40.84595941022615,344,stop,14051.010037117796,54.75679396236522,-352.0642357649045,38.8888508348875,-0.20737187852690653,-0.17166950408761936,43.69947033367257,40.987409778021764,42.17983409977375,41.587663097766765,33.55557984906253,0.014230872835745234,41.61171340942383,46.68272399902344,,,,15.034558224269835
NATCOPHARM.NS,SELL,2011-01-10,52.56954288862182,228,stop,11985.855778605775,50.17750851861511,-305.41246722389087,36.61840455875903,-0.1709855852570712,-0.020669201145176532,57.538504527953776,53.47130267724641,55.19874282800011,54.48248024450505,43.8192729470161,0.013372540779142744,53.562191009521484,61.749996185302734,,,,18.376812190628065
SARDAEN.NS,SELL,2011-01-10,24.10759514443574,332,stop,8003.721587952667,41.34750027145578,-433.9848454461417,57.11699837979534,0.23175333098688,0.17556568103106268,26.35177629154844,22.370552848161033,24.974402498173344,24.236650420876547,21.94318112477016,0.03044435539717873,24.232803344726562,29.095136642456055,,,,14.260931371009605
SUPREMEIND.NS,BUY,2011-01-10,122.31816101074219,154,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.8%; VOLAR rank 3/3 (VOLAR=2.23); MVO weight=38.8% of capped cash (25% of available)",18836.996795654297,44.59481923601276,0.0,55.21650519609613,-0.26287916581703996,-0.751662171369159,124.86397326861801,115.23167339886247,120.11186859027613,120.05376248463023,104.57940822431868,0.0004750407066764348,122.31816101074219,134.7495880126953,2.2288925286321635,0.3876991536831284,18907.022844106024,41.9357734093208
TITAN.NS,BUY,2011-01-10,152.8065948486328,115,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=82.3%; VOLAR rank 1/3 (VOLAR=2.37); MVO weight=36.2% of capped cash (25% of available)",17572.758407592773,41.60185369068559,0.0,52.157787385377084,-0.27728163250483817,-0.748948708400174,171.3619694147762,153.16663623707925,164.51950935626948,163.6817418317884,136.9032274897673,0.005289246891623587,158.3907012939453,192.4849395751953,2.3663349438980563,0.36208086474708673,17657.68925764035,22.975006332683993
UBL.NS,BUY,2011-01-10,478.1590270996094,25,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.3%; VOLAR rank 2/3 (VOLAR=2.28); MVO weight=25.0% of capped cash (25% of available)",11953.975677490234,28.299913742744444,0.0,47.41861976854056,18.161800500592676,19.070995148880073,524.3651217464892,386.9187802310498,471.9704257986635,433.30773290164456,342.16994825164227,0.0847720664873029,456.0782165527344,499.2755432128906,2.2822335300633005,0.2502199815697848,12202.541229838092,24.720473561943702
TITAN.NS,SELL,2011-01-11,153.18027230045735,115,indicator_exit_macd_bear,17615.731314552595,62.6612283112768,-61.29017504214097,42.79515781953366,-1.1832794753209441,-0.8358148617843281,171.86020610851924,151.94868518786748,162.38988853669917,163.25526547950778,137.06146995104953,-0.005663217243115944,152.8065948486328,192.4849395751953,,,,23.607090223166463
PETRONET.NS,BUY,2011-01-12,40.41547393798828,1015,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=94.0%; VOLAR rank 1/1 (VOLAR=1.17); MVO weight=100.0% of capped cash (25% of available)",41021.706047058105,72.30941989051308,0.0,36.48640575902567,0.06806173506716817,0.3227515895698642,42.562040362190245,39.63139988439178,40.44324228754641,39.76365101983682,34.3092356225611,0.017036285675750707,39.890811920166016,42.448543548583984,1.172134439372569,1.0,41035.96398629311,13.22621025086656
CHOLAHLDNG.NS,BUY,2011-01-13,83.39865112304688,271,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.5%; VOLAR rank 1/2 (VOLAR=1.70); MVO weight=63.9% of capped cash (25% of available)",22601.034454345703,50.43660391729682,0.0,44.065474373306564,-0.06722127429200953,0.5256143792980627,89.04881890397037,80.96158606429135,83.6106520234058,83.35564629994215,72.81789007530678,0.0030608030575904224,83.31333923339844,92.01433563232422,1.6951659489946682,0.6385455226014625,22678.857453721885,18.012701299557765
SUPREMEIND.NS,SELL,2011-01-13,123.9077416814592,154,indicator_exit_rsi_ob,19081.792218944716,65.91208055704134,134.28852349736582,70.39256746325495,0.27274059281145924,-0.323269991388289,123.90650185557759,115.71227255848491,121.22359430590453,120.33394910474419,105.10976238842508,0.007232240935228472,123.01100158691406,134.7495880126953,,,,35.82003878800015
WOCKPHARMA.NS,BUY,2011-01-13,294.9970397949219,43,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=85.6%; VOLAR rank 2/2 (VOLAR=1.31); MVO weight=36.1% of capped cash (25% of available)",12684.87271118164,30.030243765687676,0.0,45.981613752988046,-1.9247323738987916,0.14239934983622965,325.09450706461564,287.5821561433921,302.9077068204782,299.6622233458683,229.25838687317486,0.010804140018597199,300.392578125,350.8362731933594,1.3079182325894492,0.36145447739853753,12837.572700430985,23.794741434252472
BERGEPAINT.NS,BUY,2011-01-19,26.93157386779785,1405,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=84.5%; VOLAR rank 1/1 (VOLAR=1.21); MVO weight=100.0% of capped cash (25% of available)",37838.86128425598,68.53009092209325,0.0,42.857173987689116,-0.025321937517105653,0.13428289895986056,29.055800880788368,25.599130759836633,26.739299462792378,26.65297431771277,23.771124296178858,0.00320535092020108,26.93157386779785,31.873517990112305,1.2107337142041945,1.0,37840.86866003175,17.228147085957882
PETRONET.NS,SELL,2011-01-19,44.0963152763568,1015,target,44757.76000550215,93.63196877626795,3570.1125697772627,61.520177421823924,0.3212092321301512,0.22714864384341377,42.35225411103651,39.57557448698595,41.12937199886667,40.05191718763978,34.651226406487126,0.025294677727516958,42.596107482910156,42.596107482910156,,,,12.229984369927598
WOCKPHARMA.NS,SELL,2011-01-24,324.07281077448937,43,target,13935.130863303042,54.49984278707335,1165.7280655686413,48.449614678240195,-1.8986871096385585,-2.3363441474354434,325.72724132126376,283.4723222773691,300.57516208510776,299.2887600659221,233.89670851191886,0.004082774861773816,315.080322265625,350.8362731933594,,,,27.17204483845881
WOCKPHARMA.NS,BUY,2011-01-25,322.23150634765625,98,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=94.3%; VOLAR rank 1/1 (VOLAR=1.53); MVO weight=100.0% of capped cash (25% of available)",31578.687622070312,61.096723154572025,0.0,56.66944078449179,0.6408403760011652,-1.7409072427481218,329.89813033648494,281.83646439007754,306.07761508135235,300.5260107913547,234.86130498010328,0.01678039802841877,330.8386535644531,350.8362731933594,1.5287547769887937,1.0,31834.178571366225,25.696808857016798
BERGEPAINT.NS,SELL,2011-01-27,25.584995174407958,1405,stop,35946.91822004318,84.49154864298211,-2044.9647037778764,40.76575886807187,-0.07489901651095465,0.03186984373851297,28.008055430492554,25.794492978015747,26.649646366174657,26.65841658735679,23.913861579490128,-0.00034063632879453463,25.74658203125,31.873517990112305,,,,14.163690295512355
UBL.NS,SELL,2011-01-27,439.6864671124321,25,stop,10992.161677810804,47.97408525734775,-1038.0879986795233,42.28951610854874,3.8540090565262517,7.241966090637117,498.09900984059595,439.8987379621384,459.60664529552696,443.4334862644563,355.5313493314461,0.03520089727066078,459.4530334472656,499.2755432128906,,,,13.347421204917621
WOCKPHARMA.NS,SELL,2011-01-27,317.30703429651606,98,stop,31096.089361058574,79.45926967969832,-623.1542538460085,54.028426281067055,1.9365856038547236,-1.005408673427553,331.3120782497798,281.42882140842335,309.0146862206803,301.3772066955234,235.73066021759138,0.02370183974783893,322.23150634765625,350.8362731933594,,,,24.564705076259056
ASTRAZEN.NS,BUY,2011-01-28,1208.0867919921875,18,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.9%; VOLAR rank 2/2 (VOLAR=0.97); MVO weight=45.8% of capped cash (25% of available)",21745.562255859375,49.42081109598096,0.0,41.14551829637116,-7.150996228398071,-1.3620607980224253,1297.6044345838468,1160.2572597520907,1204.4064868751877,1203.1956857370205,1109.1226000811814,0.0009921967663612309,1220.3236083984375,1328.407958984375,0.9687210200395865,0.4583678009008281,22342.32186899483,25.487040314927544
CHOLAHLDNG.NS,SELL,2011-01-28,79.41781165943138,271,stop,21522.226959705902,69.52728738136065,-1198.771385938457,33.87101914022989,-0.5733080242195712,-0.3322479243481111,87.62145464366422,78.99670636707798,82.21020036029543,82.97559584293329,73.7149590838076,-0.009491455837787491,80.64047241210938,92.01433563232422,,,,20.32604798990639
WOCKPHARMA.NS,BUY,2011-01-28,312.682373046875,84,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.5%; VOLAR rank 1/2 (VOLAR=1.54); MVO weight=54.2% of capped cash (25% of available)",26265.3193359375,54.7875977714082,0.0,51.178451088680845,2.270422803179713,-0.35024237810609976,330.55282087770945,281.62711686643115,309.91510326791456,301.87092329493305,236.5091310610031,0.02562110185434762,313.96697998046875,350.8362731933594,1.5431046487789788,0.5416321990991719,26400.896622979453,22.906383780273305
SUPREMEIND.NS,BUY,2011-02-01,122.15510559082031,182,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.5%; VOLAR rank 2/2 (VOLAR=1.90); MVO weight=60.6% of capped cash (25% of available)",22232.229217529297,49.99868236626959,0.0,49.0525113660411,0.19247766320283688,0.33765982533938976,124.6955684420456,118.64454462558136,121.54173704758522,120.8875018339973,106.99759987466898,0.0053647258126748795,121.95128631591797,134.7495880126953,1.8956309181281072,0.6055886626601749,22233.852248488354,30.821850944953756
UBL.NS,BUY,2011-02-01,436.0705261230469,33,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.5%; VOLAR rank 1/2 (VOLAR=2.33); MVO weight=39.4% of capped cash (25% of available)",14390.327362060547,34.067747338906315,0.0,42.41162873177417,-0.38581942574933237,3.679347473527986,495.8089267909594,428.6318324863844,451.2710673817337,443.03049807326494,358.017019369135,0.01803020432590228,457.04248046875,499.2755432128906,2.3341087228932547,0.39441133733982514,14480.59374331986,12.94677130188885
SIEMENS.NS,BUY,2011-02-02,419.53131103515625,74,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=99.3%; VOLAR rank 1/1 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available)",31045.317016601562,60.46339569741478,0.0,69.51224183948071,1.5628319177259868,-3.7779288280310173,416.827395873668,339.53841223180075,384.0643123571228,382.37175811132954,366.82475266083264,0.004037722081062013,419.1854248046875,421.977294921875,0.8773743095201286,1.0,31211.20522146174,31.24107614545557
UBL.NS,SELL,2011-02-02,446.96868461608375,33,stop,14749.966592330764,56.30666442163379,269.26481850967673,41.35131216470929,-1.666820055043729,2.610113967813643,490.02254010765245,428.141107353285,448.507332607427,442.7575579967858,358.79367117763167,0.013185423609709276,436.0705261230469,499.2755432128906,,,,12.272169010018827
SIEMENS.NS,SELL,2011-02-03,420.0254662973257,74,indicator_exit_bb_upper_reversal,31081.8845060021,79.4445334778336,-103.34043977470962,68.54241205312957,4.402737676148092,-2.1417955271951956,420.32993274607554,337.67415355763535,390.5128575713107,383.82899548089136,367.34919602774136,0.015931735998267898,419.53131103515625,421.977294921875,,,,31.01083345481528
HINDZINC.NS,BUY,2011-02-04,44.563812255859375,247,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.3%; VOLAR rank 2/2 (VOLAR=0.43); MVO weight=28.7% of capped cash (25% of available)",11007.261627197266,26.058657219796565,0.0,36.866804087540025,-0.19100375125659497,0.30372347061986427,49.686917046605686,43.435845633448025,45.31678034077092,44.86535461958241,41.60005216562632,0.009990869669320425,45.1838264465332,49.515159606933594,0.4271231453516237,0.2866491563881052,11031.944691766552,23.5255587022542
SIEMENS.NS,BUY,2011-02-04,419.2843017578125,65,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=99.5%; VOLAR rank 1/2 (VOLAR=0.87); MVO weight=71.3% of capped cash (25% of available)",27253.479614257812,55.96094521484741,0.0,70.1491259160646,6.609097290559362,-0.39161696364428406,423.8010163537223,335.94682300174645,395.8608172387428,385.24458921662847,367.8723546318652,0.025281149416376002,419.9266357421875,421.977294921875,0.8655399820266578,0.7133508436118948,27453.934111344188,30.797036670649298
WOCKPHARMA.NS,SELL,2011-02-04,348.56678106019996,84,target,29279.609609056795,77.57484268609316,2881.9278326617946,71.35074554407379,5.860374570951819,2.55056107921768,337.39135853935716,278.1971699030256,319.6212397537121,305.7040768466843,240.7084754190653,0.04069676707237993,341.9721984863281,350.8362731933594,,,,18.701564585848427
SIEMENS.NS,SELL,2011-02-07,422.44679980092434,65,indicator_exit_rsi_ob,27459.04198706008,75.68617491162804,73.91525267579408,73.64727310474157,8.211168952207117,1.3289402195259963,427.8470562104717,334.30809820847367,400.1196326058464,386.57947990451805,368.38391629481,0.032293488319411055,419.2843017578125,421.977294921875,,,,30.596409568604997
HINDZINC.NS,SELL,2011-02-08,43.39417889703691,247,stop,10718.362187568116,47.366960624886666,-362.3250574738323,32.29275068998707,-0.31873267498229296,0.09061102776182689,49.592328492015625,42.946576079517584,45.01070792829451,44.82983991669321,41.65561101779898,0.004087463785415868,44.249446868896484,49.515159606933594,,,,21.888615581167876
ASTRAZEN.NS,SELL,2011-02-09,1141.1983707406425,18,stop,20541.570673331567,68.5099486659382,-1321.9223422897287,38.021648648700946,-16.45134369164225,-10.681255934861746,1244.260493829394,1142.0521038268562,1174.2272755471154,1194.9900209597042,1114.1555714569918,-0.018000028829516037,1153.4840087890625,1328.407958984375,,,,18.46082255509135
PAGEIND.NS,BUY,2011-02-16,1310.510498046875,33,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=96.2%; VOLAR rank 1/1 (VOLAR=1.95); MVO weight=100.0% of capped cash (25% of available)",43246.846435546875,74.95156493864698,0.0,52.88582012411575,-5.3726585391520985,-13.562695956877693,1393.8225516432055,1121.9269966966383,1249.276911161847,1245.6434358461936,1080.4825508413971,0.0028038026593995326,1295.9097900390625,1347.4853515625,1.9501373091470464,1.0,43532.041533077645,20.3870407638142
MPHASIS.NS,BUY,2011-02-17,442.0482482910156,73,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.2%; VOLAR rank 1/1 (VOLAR=-0.37); MVO weight=100.0% of capped cash (25% of available)",32269.52212524414,61.91702418864765,0.0,47.96768922291624,-1.0893045000781854,-1.134036432150588,446.50423744407794,404.83119346412514,422.18334850366955,420.06982268656543,413.0480988787323,0.004965730399445074,425.6223449707031,476.9185485839844,-0.37095776463207186,1.0,32701.592032956265,18.404064248494205
SUPREMEIND.NS,SELL,2011-02-18,129.10251371077464,182,indicator_exit_rsi_ob,23496.657495360985,71.57557346563246,1142.8540219997863,80.95130059983181,1.201662597341425,0.7265079401189755,127.26247275478154,118.79763314121455,124.60980354879248,122.10980579765032,109.03595505349203,0.019407705830236037,128.814697265625,134.7495880126953,,,,29.11390500587759
PAGEIND.NS,SELL,2011-02-22,1421.9577843122058,33,target,46924.60688230279,95.8798687273422,3506.9290130899285,62.62193864767485,15.935769177853672,-0.514795956250485,1399.330269646069,1118.8703407054934,1296.8746821500881,1258.2756354190947,1090.277177192855,0.02789191766876686,1383.8792724609375,1383.8792724609375,,,,25.465731514770145
MPHASIS.NS,SELL,2011-02-24,404.6784082327681,73,stop,29541.523800992072,77.84655404029199,-2867.7619024810087,54.382024021580385,1.6962883515441263,0.6493676138829954,441.3647770400222,406.4442073349778,428.83780923112636,422.510628923493,414.0545848559998,0.014931377449542855,423.7506103515625,471.3062438964844,,,,19.579337658877513
BOSCHLTD.NS,BUY,2011-03-29,5629.4267578125,4,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=97.4%; VOLAR rank 2/2 (VOLAR=1.25); MVO weight=51.8% of capped cash (25% of available)",22517.70703125,50.33766043514843,0.0,76.91316995295074,30.53662465161051,-7.956409990661737,5458.005178751841,5046.364108357534,5313.26259490382,5285.815743046137,5151.678816130893,0.004874964841698734,5630.1640625,5780.02880859375,1.245317947403674,0.5175403660826209,25643.143774799264,28.000820039954974
PAGEIND.NS,BUY,2011-03-29,1401.4892578125,17,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=95.4%; VOLAR rank 1/2 (VOLAR=2.06); MVO weight=48.2% of capped cash (25% of available)",23825.3173828125,51.89032481225586,0.0,51.33873133892598,-3.5342647579436743,-4.92171887589101,1395.807177038088,1217.623487024412,1294.284341791963,1289.6725117951846,1138.352403088345,0.003425145455708333,1346.4625244140625,1411.1337890625,2.060488055062305,0.48245963391737917,23904.96001640445,22.008331649812174
BOSCHLTD.NS,SELL,2011-03-30,5634.75961756353,4,indicator_exit_rsi_ob,22539.03847025412,70.58213374327245,-99.58835517430128,85.74777970877582,54.65240121068382,4.565352249607375,5535.266747658644,5011.8942874976065,5370.746988159944,5299.290684801681,5156.432526993397,0.012693353414554298,5629.4267578125,5780.02880859375,,,,30.296615022546572
BOSCHLTD.NS,BUY,2011-03-31,5816.3984375,4,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=98.4%; VOLAR rank 1/3 (VOLAR=1.36); MVO weight=57.8% of capped cash (25% of available)",23265.59375,51.225705612312495,0.0,88.99567553944097,77.35370786710155,19.12302337310621,5611.361112628165,4976.892305340585,5427.8766195740445,5314.41497014034,5161.691506435627,0.019958214343341375,5684.9599609375,5780.02880859375,1.3574406628695717,0.5778395530828038,25167.168870488196,32.636656874085276
TCS.NS,BUY,2011-03-31,434.4142761230469,42,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=95.2%; VOLAR rank 2/3 (VOLAR=1.35); MVO weight=42.2% of capped cash (25% of available)",18245.39959716797,43.194268478733036,0.0,59.73526331323083,0.24191086699323705,-2.519288593654392,425.01363879412185,387.2039515379094,408.7760946147836,408.5625969422951,372.7350817571681,0.0005050920967748807,422.6905822753906,444.0498352050781,1.3527062350156356,0.42216044691719623,18386.735905015754,20.505181683506436
BOSCHLTD.NS,SELL,2011-04-01,5636.535495895345,4,indicator_exit_rsi_ob,22546.14198358138,70.58950297061922,-841.2669750015523,91.32938828962969,104.74322878674866,36.2470644558347,5709.366381474115,4928.116235713384,5498.516950106036,5334.1005963113075,5168.206003262138,0.028267725390800108,5816.3984375,5816.3984375,,,,35.375001491880354
